,h,l,n,fairness_sent,cor,cor_abs
1639,350,500,225,fairness_sent,0.393,0.393
1640,350,500,250,fairness_sent,0.3889,0.3889
1641,350,500,275,fairness_sent,0.392,0.392
1642,350,500,300,fairness_sent,0.4067,0.4067
1643,350,500,325,fairness_sent,0.4097,0.4097
1644,350,500,350,fairness_sent,0.4044,0.4044
1645,375,25,25,fairness_sent,-0.1611,0.1611
1646,375,50,25,fairness_sent,0.3684,0.3684
1647,375,50,50,fairness_sent,-0.1649,0.1649
1648,375,75,25,fairness_sent,0.3698,0.3698
1649,375,75,50,fairness_sent,0.4106,0.4106
1650,375,75,75,fairness_sent,-0.2481,0.2481
1651,375,100,25,fairness_sent,-0.345,0.345
1652,375,100,50,fairness_sent,-0.415,0.415
1653,375,100,75,fairness_sent,-0.4103,0.4103
1654,375,100,100,fairness_sent,-0.2746,0.2746
1655,375,125,25,fairness_sent,0.2978,0.2978
1656,375,125,50,fairness_sent,-0.3975,0.3975
1657,375,125,75,fairness_sent,-0.4006,0.4006
1658,375,125,100,fairness_sent,-0.4105,0.4105
1659,375,125,125,fairness_sent,-0.2703,0.2703
1660,375,150,25,fairness_sent,0.2302,0.2302
1661,375,150,50,fairness_sent,0.3836,0.3836
1662,375,150,75,fairness_sent,-0.4134,0.4134
1663,375,150,100,fairness_sent,-0.4387,0.4387
1664,375,150,125,fairness_sent,-0.4313,0.4313
1665,375,150,150,fairness_sent,-0.3083,0.3083
1666,375,175,25,fairness_sent,0.2317,0.2317
1667,375,175,50,fairness_sent,0.3898,0.3898
1668,375,175,75,fairness_sent,-0.4403,0.4403
1669,375,175,100,fairness_sent,-0.4388,0.4388
1670,375,175,125,fairness_sent,-0.4047,0.4047
1671,375,175,150,fairness_sent,-0.3984,0.3984
1672,375,175,175,fairness_sent,-0.2986,0.2986
1673,375,200,25,fairness_sent,-0.3174,0.3174
1674,375,200,50,fairness_sent,-0.4014,0.4014
1675,375,200,75,fairness_sent,-0.4622,0.4622
1676,375,200,100,fairness_sent,-0.4599,0.4599
1677,375,200,125,fairness_sent,-0.473,0.473
1678,375,200,150,fairness_sent,-0.4561,0.4561
1679,375,200,175,fairness_sent,-0.4554,0.4554
1680,375,200,200,fairness_sent,-0.3737,0.3737
1681,375,225,25,fairness_sent,0.3388,0.3388
1682,375,225,50,fairness_sent,-0.3988,0.3988
1683,375,225,75,fairness_sent,-0.4329,0.4329
1684,375,225,100,fairness_sent,-0.4565,0.4565
1685,375,225,125,fairness_sent,-0.4776,0.4776
1686,375,225,150,fairness_sent,-0.4774,0.4774
1687,375,225,175,fairness_sent,-0.473,0.473
1688,375,225,200,fairness_sent,-0.4603,0.4603
1689,375,225,225,fairness_sent,-0.3791,0.3791
1690,375,250,25,fairness_sent,0.2703,0.2703
1691,375,250,50,fairness_sent,0.3992,0.3992
1692,375,250,75,fairness_sent,0.4236,0.4236
1693,375,250,100,fairness_sent,-0.4573,0.4573
1694,375,250,125,fairness_sent,-0.4562,0.4562
1695,375,250,150,fairness_sent,-0.4675,0.4675
1696,375,250,175,fairness_sent,-0.4733,0.4733
1697,375,250,200,fairness_sent,-0.4732,0.4732
1698,375,250,225,fairness_sent,-0.4781,0.4781
1699,375,250,250,fairness_sent,-0.4208,0.4208
1700,375,275,25,fairness_sent,0.1593,0.1593
1701,375,275,50,fairness_sent,0.367,0.367
1702,375,275,75,fairness_sent,0.4069,0.4069
1703,375,275,100,fairness_sent,-0.4484,0.4484
1704,375,275,125,fairness_sent,-0.4578,0.4578
1705,375,275,150,fairness_sent,-0.4679,0.4679
1706,375,275,175,fairness_sent,-0.4715,0.4715
1707,375,275,200,fairness_sent,-0.4735,0.4735
1708,375,275,225,fairness_sent,-0.4726,0.4726
1709,375,275,250,fairness_sent,-0.4704,0.4704
1710,375,275,275,fairness_sent,-0.4326,0.4326
1711,375,300,25,fairness_sent,0.1455,0.1455
1712,375,300,50,fairness_sent,0.2106,0.2106
1713,375,300,75,fairness_sent,0.3825,0.3825
1714,375,300,100,fairness_sent,0.4272,0.4272
1715,375,300,125,fairness_sent,-0.4346,0.4346
1716,375,300,150,fairness_sent,-0.4505,0.4505
1717,375,300,175,fairness_sent,-0.4646,0.4646
1718,375,300,200,fairness_sent,0.4708,0.4708
1719,375,300,225,fairness_sent,-0.4752,0.4752
1720,375,300,250,fairness_sent,-0.4794,0.4794
1721,375,300,275,fairness_sent,-0.4817,0.4817
1722,375,300,300,fairness_sent,-0.4485,0.4485
1723,375,325,25,fairness_sent,-0.1233,0.1233
1724,375,325,50,fairness_sent,0.0301,0.0301
1725,375,325,75,fairness_sent,0.4032,0.4032
1726,375,325,100,fairness_sent,0.4298,0.4298
1727,375,325,125,fairness_sent,0.4299,0.4299
1728,375,325,150,fairness_sent,-0.4257,0.4257
1729,375,325,175,fairness_sent,-0.4451,0.4451
1730,375,325,200,fairness_sent,-0.4518,0.4518
1731,375,325,225,fairness_sent,-0.4526,0.4526
1732,375,325,250,fairness_sent,-0.472,0.472
1733,375,325,275,fairness_sent,-0.4777,0.4777
1734,375,325,300,fairness_sent,-0.4832,0.4832
1735,375,325,325,fairness_sent,-0.4564,0.4564
1736,375,350,25,fairness_sent,0.1811,0.1811
1737,375,350,50,fairness_sent,0.3325,0.3325
1738,375,350,75,fairness_sent,0.4275,0.4275
1739,375,350,100,fairness_sent,0.3969,0.3969
1740,375,350,125,fairness_sent,-0.4171,0.4171
1741,375,350,150,fairness_sent,-0.4088,0.4088
1742,375,350,175,fairness_sent,-0.4222,0.4222
1743,375,350,200,fairness_sent,-0.4277,0.4277
1744,375,350,225,fairness_sent,0.4403,0.4403
1745,375,350,250,fairness_sent,-0.4526,0.4526
1746,375,350,275,fairness_sent,-0.4681,0.4681
1747,375,350,300,fairness_sent,-0.4751,0.4751
1748,375,350,325,fairness_sent,-0.474,0.474
1749,375,350,350,fairness_sent,-0.4547,0.4547
1750,375,375,25,fairness_sent,0.1915,0.1915
1751,375,375,50,fairness_sent,0.3109,0.3109
1752,375,375,75,fairness_sent,0.4298,0.4298
1753,375,375,100,fairness_sent,0.3889,0.3889
1754,375,375,125,fairness_sent,0.4277,0.4277
1755,375,375,150,fairness_sent,0.4047,0.4047
1756,375,375,175,fairness_sent,-0.3997,0.3997
1757,375,375,200,fairness_sent,-0.4115,0.4115
1758,375,375,225,fairness_sent,0.426,0.426
1759,375,375,250,fairness_sent,0.4266,0.4266
1760,375,375,275,fairness_sent,-0.462,0.462
1761,375,375,300,fairness_sent,-0.4667,0.4667
1762,375,375,325,fairness_sent,-0.4706,0.4706
1763,375,375,350,fairness_sent,-0.4768,0.4768
1764,375,375,375,fairness_sent,-0.4401,0.4401
1765,375,400,25,fairness_sent,0.2187,0.2187
1766,375,400,50,fairness_sent,0.2294,0.2294
1767,375,400,75,fairness_sent,0.3097,0.3097
1768,375,400,100,fairness_sent,0.3717,0.3717
1769,375,400,125,fairness_sent,0.4059,0.4059
1770,375,400,150,fairness_sent,-0.421,0.421
1771,375,400,175,fairness_sent,-0.3996,0.3996
1772,375,400,200,fairness_sent,-0.4089,0.4089
1773,375,400,225,fairness_sent,0.4137,0.4137
1774,375,400,250,fairness_sent,0.4174,0.4174
1775,375,400,275,fairness_sent,-0.4289,0.4289
1776,375,400,300,fairness_sent,-0.4375,0.4375
1777,375,400,325,fairness_sent,-0.4491,0.4491
1778,375,400,350,fairness_sent,-0.4569,0.4569
1779,375,400,375,fairness_sent,-0.4599,0.4599
1780,375,425,25,fairness_sent,0.2201,0.2201
1781,375,425,50,fairness_sent,0.2341,0.2341
1782,375,425,75,fairness_sent,0.3038,0.3038
1783,375,425,100,fairness_sent,0.386,0.386
1784,375,425,125,fairness_sent,0.3976,0.3976
1785,375,425,150,fairness_sent,0.4257,0.4257
1786,375,425,175,fairness_sent,0.4016,0.4016
1787,375,425,200,fairness_sent,0.405,0.405
1788,375,425,225,fairness_sent,0.4039,0.4039
1789,375,425,250,fairness_sent,0.4136,0.4136
1790,375,425,275,fairness_sent,-0.4122,0.4122
1791,375,425,300,fairness_sent,-0.432,0.432
1792,375,425,325,fairness_sent,-0.4468,0.4468
1793,375,425,350,fairness_sent,0.457,0.457
1794,375,425,375,fairness_sent,0.451,0.451
1795,375,450,25,fairness_sent,0.1867,0.1867
1796,375,450,50,fairness_sent,0.2528,0.2528
1797,375,450,75,fairness_sent,-0.3503,0.3503
1798,375,450,100,fairness_sent,-0.3886,0.3886
1799,375,450,125,fairness_sent,0.3899,0.3899
1800,375,450,150,fairness_sent,0.4189,0.4189
1801,375,450,175,fairness_sent,0.3992,0.3992
1802,375,450,200,fairness_sent,0.3846,0.3846
1803,375,450,225,fairness_sent,-0.3922,0.3922
1804,375,450,250,fairness_sent,0.4056,0.4056
1805,375,450,275,fairness_sent,0.4071,0.4071
1806,375,450,300,fairness_sent,0.4202,0.4202
1807,375,450,325,fairness_sent,0.4317,0.4317
1808,375,450,350,fairness_sent,0.4415,0.4415
1809,375,450,375,fairness_sent,0.4402,0.4402
1810,375,475,25,fairness_sent,0.1648,0.1648
1811,375,475,50,fairness_sent,-0.2404,0.2404
1812,375,475,75,fairness_sent,-0.3475,0.3475
1813,375,475,100,fairness_sent,-0.3891,0.3891
1814,375,475,125,fairness_sent,0.4006,0.4006
1815,375,475,150,fairness_sent,-0.4226,0.4226
1816,375,475,175,fairness_sent,0.4013,0.4013
1817,375,475,200,fairness_sent,-0.3804,0.3804
1818,375,475,225,fairness_sent,-0.388,0.388
1819,375,475,250,fairness_sent,0.4015,0.4015
1820,375,475,275,fairness_sent,0.401,0.401
1821,375,475,300,fairness_sent,0.4139,0.4139
1822,375,475,325,fairness_sent,0.4281,0.4281
1823,375,475,350,fairness_sent,0.4337,0.4337
1824,375,475,375,fairness_sent,0.4358,0.4358
1825,375,500,25,fairness_sent,0.1648,0.1648
1826,375,500,50,fairness_sent,0.206,0.206
1827,375,500,75,fairness_sent,-0.3067,0.3067
1828,375,500,100,fairness_sent,0.3909,0.3909
1829,375,500,125,fairness_sent,0.4046,0.4046
1830,375,500,150,fairness_sent,-0.4254,0.4254
1831,375,500,175,fairness_sent,-0.4114,0.4114
1832,375,500,200,fairness_sent,0.3901,0.3901
1833,375,500,225,fairness_sent,0.3953,0.3953
1834,375,500,250,fairness_sent,0.4065,0.4065
1835,375,500,275,fairness_sent,0.4097,0.4097
1836,375,500,300,fairness_sent,0.4157,0.4157
1837,375,500,325,fairness_sent,0.4265,0.4265
1838,375,500,350,fairness_sent,0.4273,0.4273
1839,375,500,375,fairness_sent,0.4248,0.4248
1840,400,25,25,fairness_sent,-0.1676,0.1676
1841,400,50,25,fairness_sent,0.3684,0.3684
1842,400,50,50,fairness_sent,-0.1801,0.1801
1843,400,75,25,fairness_sent,-0.3712,0.3712
1844,400,75,50,fairness_sent,0.3825,0.3825
1845,400,75,75,fairness_sent,-0.2731,0.2731
1846,400,100,25,fairness_sent,-0.3376,0.3376
1847,400,100,50,fairness_sent,-0.4101,0.4101
1848,400,100,75,fairness_sent,-0.3983,0.3983
1849,400,100,100,fairness_sent,-0.2764,0.2764
1850,400,125,25,fairness_sent,0.2978,0.2978
1851,400,125,50,fairness_sent,0.3905,0.3905
1852,400,125,75,fairness_sent,-0.39,0.39
1853,400,125,100,fairness_sent,-0.3997,0.3997
1854,400,125,125,fairness_sent,-0.2754,0.2754
1855,400,150,25,fairness_sent,0.2153,0.2153
1856,400,150,50,fairness_sent,0.3714,0.3714
1857,400,150,75,fairness_sent,-0.4065,0.4065
1858,400,150,100,fairness_sent,-0.4166,0.4166
1859,400,150,125,fairness_sent,-0.42,0.42
1860,400,150,150,fairness_sent,-0.3053,0.3053
1861,400,175,25,fairness_sent,-0.1937,0.1937
1862,400,175,50,fairness_sent,0.3553,0.3553
1863,400,175,75,fairness_sent,-0.423,0.423
1864,400,175,100,fairness_sent,-0.4179,0.4179
1865,400,175,125,fairness_sent,-0.4182,0.4182
1866,400,175,150,fairness_sent,-0.4085,0.4085
1867,400,175,175,fairness_sent,-0.3025,0.3025
1868,400,200,25,fairness_sent,-0.3174,0.3174
1869,400,200,50,fairness_sent,0.3731,0.3731
1870,400,200,75,fairness_sent,-0.4504,0.4504
1871,400,200,100,fairness_sent,-0.4528,0.4528
1872,400,200,125,fairness_sent,-0.4661,0.4661
1873,400,200,150,fairness_sent,-0.4599,0.4599
1874,400,200,175,fairness_sent,-0.4547,0.4547
1875,400,200,200,fairness_sent,-0.3689,0.3689
1876,400,225,25,fairness_sent,0.3239,0.3239
1877,400,225,50,fairness_sent,0.4026,0.4026
1878,400,225,75,fairness_sent,0.4641,0.4641
1879,400,225,100,fairness_sent,-0.4691,0.4691
1880,400,225,125,fairness_sent,-0.4768,0.4768
1881,400,225,150,fairness_sent,-0.4786,0.4786
1882,400,225,175,fairness_sent,-0.4774,0.4774
1883,400,225,200,fairness_sent,-0.4568,0.4568
1884,400,225,225,fairness_sent,-0.3787,0.3787
1885,400,250,25,fairness_sent,0.2948,0.2948
1886,400,250,50,fairness_sent,0.3834,0.3834
1887,400,250,75,fairness_sent,0.4308,0.4308
1888,400,250,100,fairness_sent,-0.4628,0.4628
1889,400,250,125,fairness_sent,-0.4619,0.4619
1890,400,250,150,fairness_sent,-0.4671,0.4671
1891,400,250,175,fairness_sent,-0.4743,0.4743
1892,400,250,200,fairness_sent,-0.476,0.476
1893,400,250,225,fairness_sent,-0.473,0.473
1894,400,250,250,fairness_sent,-0.4123,0.4123
1895,400,275,25,fairness_sent,0.0823,0.0823
1896,400,275,50,fairness_sent,0.2191,0.2191
1897,400,275,75,fairness_sent,0.4267,0.4267
1898,400,275,100,fairness_sent,-0.4619,0.4619
1899,400,275,125,fairness_sent,-0.4595,0.4595
1900,400,275,150,fairness_sent,-0.4685,0.4685
1901,400,275,175,fairness_sent,-0.4706,0.4706
1902,400,275,200,fairness_sent,-0.4707,0.4707
1903,400,275,225,fairness_sent,-0.4684,0.4684
1904,400,275,250,fairness_sent,-0.4691,0.4691
1905,400,275,275,fairness_sent,-0.4135,0.4135
1906,400,300,25,fairness_sent,0.1301,0.1301
1907,400,300,50,fairness_sent,0.1646,0.1646
1908,400,300,75,fairness_sent,0.3932,0.3932
1909,400,300,100,fairness_sent,0.4408,0.4408
1910,400,300,125,fairness_sent,-0.4556,0.4556
1911,400,300,150,fairness_sent,0.4527,0.4527
1912,400,300,175,fairness_sent,0.462,0.462
1913,400,300,200,fairness_sent,0.4719,0.4719
1914,400,300,225,fairness_sent,-0.4765,0.4765
1915,400,300,250,fairness_sent,-0.4768,0.4768
1916,400,300,275,fairness_sent,-0.4803,0.4803
1917,400,300,300,fairness_sent,-0.4415,0.4415
1918,400,325,25,fairness_sent,-0.1491,0.1491
1919,400,325,50,fairness_sent,0.0793,0.0793
1920,400,325,75,fairness_sent,0.4375,0.4375
1921,400,325,100,fairness_sent,0.4179,0.4179
1922,400,325,125,fairness_sent,-0.4392,0.4392
1923,400,325,150,fairness_sent,-0.4297,0.4297
1924,400,325,175,fairness_sent,-0.4423,0.4423
1925,400,325,200,fairness_sent,-0.4459,0.4459
1926,400,325,225,fairness_sent,-0.4564,0.4564
1927,400,325,250,fairness_sent,-0.4723,0.4723
1928,400,325,275,fairness_sent,-0.4792,0.4792
1929,400,325,300,fairness_sent,-0.4845,0.4845
1930,400,325,325,fairness_sent,-0.4665,0.4665
1931,400,350,25,fairness_sent,-0.1902,0.1902
1932,400,350,50,fairness_sent,-0.1877,0.1877
1933,400,350,75,fairness_sent,0.4251,0.4251
1934,400,350,100,fairness_sent,0.4126,0.4126
1935,400,350,125,fairness_sent,-0.4335,0.4335
1936,400,350,150,fairness_sent,-0.4083,0.4083
1937,400,350,175,fairness_sent,-0.4135,0.4135
1938,400,350,200,fairness_sent,-0.4193,0.4193
1939,400,350,225,fairness_sent,0.4424,0.4424
1940,400,350,250,fairness_sent,-0.4513,0.4513
1941,400,350,275,fairness_sent,-0.4703,0.4703
1942,400,350,300,fairness_sent,-0.4806,0.4806
1943,400,350,325,fairness_sent,-0.4848,0.4848
1944,400,350,350,fairness_sent,-0.4663,0.4663
1945,400,375,25,fairness_sent,-0.1952,0.1952
1946,400,375,50,fairness_sent,0.1558,0.1558
1947,400,375,75,fairness_sent,-0.3455,0.3455
1948,400,375,100,fairness_sent,0.4037,0.4037
1949,400,375,125,fairness_sent,0.4361,0.4361
1950,400,375,150,fairness_sent,-0.4049,0.4049
1951,400,375,175,fairness_sent,-0.389,0.389
1952,400,375,200,fairness_sent,-0.4139,0.4139
1953,400,375,225,fairness_sent,0.4206,0.4206
1954,400,375,250,fairness_sent,-0.4348,0.4348
1955,400,375,275,fairness_sent,-0.4477,0.4477
1956,400,375,300,fairness_sent,-0.4667,0.4667
1957,400,375,325,fairness_sent,-0.4752,0.4752
1958,400,375,350,fairness_sent,-0.4757,0.4757
1959,400,375,375,fairness_sent,-0.4534,0.4534
1960,400,400,25,fairness_sent,0.2217,0.2217
1961,400,400,50,fairness_sent,0.2259,0.2259
1962,400,400,75,fairness_sent,0.2544,0.2544
1963,400,400,100,fairness_sent,0.3881,0.3881
1964,400,400,125,fairness_sent,0.4184,0.4184
1965,400,400,150,fairness_sent,-0.4201,0.4201
1966,400,400,175,fairness_sent,-0.4036,0.4036
1967,400,400,200,fairness_sent,0.3983,0.3983
1968,400,400,225,fairness_sent,0.3971,0.3971
1969,400,400,250,fairness_sent,-0.4106,0.4106
1970,400,400,275,fairness_sent,-0.4112,0.4112
1971,400,400,300,fairness_sent,-0.4459,0.4459
1972,400,400,325,fairness_sent,-0.4549,0.4549
1973,400,400,350,fairness_sent,-0.4615,0.4615
1974,400,400,375,fairness_sent,-0.4751,0.4751
1975,400,400,400,fairness_sent,-0.456,0.456
1976,400,425,25,fairness_sent,-0.1851,0.1851
1977,400,425,50,fairness_sent,0.2551,0.2551
1978,400,425,75,fairness_sent,-0.295,0.295
1979,400,425,100,fairness_sent,0.3845,0.3845
1980,400,425,125,fairness_sent,0.411,0.411
1981,400,425,150,fairness_sent,0.4311,0.4311
1982,400,425,175,fairness_sent,0.4094,0.4094
1983,400,425,200,fairness_sent,-0.3948,0.3948
1984,400,425,225,fairness_sent,0.4086,0.4086
1985,400,425,250,fairness_sent,-0.4152,0.4152
1986,400,425,275,fairness_sent,0.415,0.415
1987,400,425,300,fairness_sent,-0.4311,0.4311
1988,400,425,325,fairness_sent,-0.4431,0.4431
1989,400,425,350,fairness_sent,-0.4525,0.4525
1990,400,425,375,fairness_sent,-0.4561,0.4561
1991,400,425,400,fairness_sent,-0.4649,0.4649
1992,400,450,25,fairness_sent,-0.1872,0.1872
1993,400,450,50,fairness_sent,0.2267,0.2267
1994,400,450,75,fairness_sent,-0.3273,0.3273
1995,400,450,100,fairness_sent,0.3927,0.3927
1996,400,450,125,fairness_sent,0.4161,0.4161
1997,400,450,150,fairness_sent,0.424,0.424
1998,400,450,175,fairness_sent,-0.4088,0.4088
1999,400,450,200,fairness_sent,-0.3856,0.3856
2000,400,450,225,fairness_sent,-0.4003,0.4003
2001,400,450,250,fairness_sent,-0.402,0.402
2002,400,450,275,fairness_sent,0.412,0.412
2003,400,450,300,fairness_sent,0.4168,0.4168
2004,400,450,325,fairness_sent,0.4369,0.4369
2005,400,450,350,fairness_sent,0.442,0.442
2006,400,450,375,fairness_sent,0.4548,0.4548
2007,400,450,400,fairness_sent,0.4498,0.4498
2008,400,475,25,fairness_sent,0.1797,0.1797
2009,400,475,50,fairness_sent,0.2216,0.2216
2010,400,475,75,fairness_sent,-0.3225,0.3225
2011,400,475,100,fairness_sent,0.4065,0.4065
2012,400,475,125,fairness_sent,0.4096,0.4096
2013,400,475,150,fairness_sent,0.422,0.422
2014,400,475,175,fairness_sent,-0.4057,0.4057
2015,400,475,200,fairness_sent,0.3852,0.3852
2016,400,475,225,fairness_sent,-0.3817,0.3817
2017,400,475,250,fairness_sent,-0.3927,0.3927
2018,400,475,275,fairness_sent,0.3996,0.3996
2019,400,475,300,fairness_sent,0.4092,0.4092
2020,400,475,325,fairness_sent,0.4283,0.4283
2021,400,475,350,fairness_sent,0.4371,0.4371
2022,400,475,375,fairness_sent,0.4466,0.4466
2023,400,475,400,fairness_sent,0.445,0.445
2024,400,500,25,fairness_sent,0.1797,0.1797
2025,400,500,50,fairness_sent,0.2152,0.2152
2026,400,500,75,fairness_sent,-0.2902,0.2902
2027,400,500,100,fairness_sent,0.4004,0.4004
2028,400,500,125,fairness_sent,0.4051,0.4051
2029,400,500,150,fairness_sent,0.4169,0.4169
2030,400,500,175,fairness_sent,-0.416,0.416
2031,400,500,200,fairness_sent,0.402,0.402
2032,400,500,225,fairness_sent,-0.3919,0.3919
2033,400,500,250,fairness_sent,0.4038,0.4038
2034,400,500,275,fairness_sent,0.414,0.414
2035,400,500,300,fairness_sent,0.411,0.411
2036,400,500,325,fairness_sent,-0.4261,0.4261
2037,400,500,350,fairness_sent,0.4305,0.4305
2038,400,500,375,fairness_sent,0.4394,0.4394
2039,400,500,400,fairness_sent,0.4417,0.4417
2040,425,25,25,fairness_sent,-0.1929,0.1929
2041,425,50,25,fairness_sent,0.3647,0.3647
2042,425,50,50,fairness_sent,-0.1912,0.1912
2043,425,75,25,fairness_sent,-0.3712,0.3712
2044,425,75,50,fairness_sent,0.3846,0.3846
2045,425,75,75,fairness_sent,-0.293,0.293
2046,425,100,25,fairness_sent,-0.3376,0.3376
2047,425,100,50,fairness_sent,-0.4064,0.4064
2048,425,100,75,fairness_sent,-0.4026,0.4026
2049,425,100,100,fairness_sent,-0.2881,0.2881
2050,425,125,25,fairness_sent,0.2978,0.2978
2051,425,125,50,fairness_sent,0.3877,0.3877
2052,425,125,75,fairness_sent,-0.3906,0.3906
2053,425,125,100,fairness_sent,-0.4024,0.4024
2054,425,125,125,fairness_sent,-0.2851,0.2851
2055,425,150,25,fairness_sent,0.2153,0.2153
2056,425,150,50,fairness_sent,0.3721,0.3721
2057,425,150,75,fairness_sent,-0.408,0.408
2058,425,150,100,fairness_sent,-0.4208,0.4208
2059,425,150,125,fairness_sent,-0.4267,0.4267
2060,425,150,150,fairness_sent,-0.3113,0.3113
2061,425,175,25,fairness_sent,-0.1937,0.1937
2062,425,175,50,fairness_sent,0.3553,0.3553
2063,425,175,75,fairness_sent,-0.4142,0.4142
2064,425,175,100,fairness_sent,-0.4066,0.4066
2065,425,175,125,fairness_sent,-0.4171,0.4171
2066,425,175,150,fairness_sent,-0.4117,0.4117
2067,425,175,175,fairness_sent,-0.3017,0.3017
2068,425,200,25,fairness_sent,-0.3174,0.3174
2069,425,200,50,fairness_sent,0.3731,0.3731
2070,425,200,75,fairness_sent,-0.4479,0.4479
2071,425,200,100,fairness_sent,-0.4523,0.4523
2072,425,200,125,fairness_sent,-0.4695,0.4695
2073,425,200,150,fairness_sent,-0.4618,0.4618
2074,425,200,175,fairness_sent,-0.4565,0.4565
2075,425,200,200,fairness_sent,-0.3715,0.3715
2076,425,225,25,fairness_sent,0.3239,0.3239
2077,425,225,50,fairness_sent,0.4026,0.4026
2078,425,225,75,fairness_sent,0.4588,0.4588
2079,425,225,100,fairness_sent,-0.4677,0.4677
2080,425,225,125,fairness_sent,-0.474,0.474
2081,425,225,150,fairness_sent,-0.4845,0.4845
2082,425,225,175,fairness_sent,-0.4796,0.4796
2083,425,225,200,fairness_sent,-0.4583,0.4583
2084,425,225,225,fairness_sent,-0.3903,0.3903
2085,425,250,25,fairness_sent,0.2948,0.2948
2086,425,250,50,fairness_sent,0.3834,0.3834
2087,425,250,75,fairness_sent,0.4226,0.4226
2088,425,250,100,fairness_sent,-0.455,0.455
2089,425,250,125,fairness_sent,-0.4656,0.4656
2090,425,250,150,fairness_sent,-0.4723,0.4723
2091,425,250,175,fairness_sent,-0.477,0.477
2092,425,250,200,fairness_sent,-0.4783,0.4783
2093,425,250,225,fairness_sent,-0.4709,0.4709
2094,425,250,250,fairness_sent,-0.4215,0.4215
2095,425,275,25,fairness_sent,0.0823,0.0823
2096,425,275,50,fairness_sent,0.2191,0.2191
2097,425,275,75,fairness_sent,0.4287,0.4287
2098,425,275,100,fairness_sent,-0.4574,0.4574
2099,425,275,125,fairness_sent,-0.4693,0.4693
2100,425,275,150,fairness_sent,-0.47,0.47
2101,425,275,175,fairness_sent,-0.4748,0.4748
2102,425,275,200,fairness_sent,-0.4764,0.4764
2103,425,275,225,fairness_sent,-0.4725,0.4725
2104,425,275,250,fairness_sent,-0.465,0.465
2105,425,275,275,fairness_sent,-0.4178,0.4178
2106,425,300,25,fairness_sent,0.1301,0.1301
2107,425,300,50,fairness_sent,0.1646,0.1646
2108,425,300,75,fairness_sent,0.387,0.387
2109,425,300,100,fairness_sent,0.4434,0.4434
2110,425,300,125,fairness_sent,-0.4564,0.4564
2111,425,300,150,fairness_sent,0.4564,0.4564
2112,425,300,175,fairness_sent,0.4649,0.4649
2113,425,300,200,fairness_sent,0.4783,0.4783
2114,425,300,225,fairness_sent,0.4811,0.4811
2115,425,300,250,fairness_sent,-0.4807,0.4807
2116,425,300,275,fairness_sent,-0.4795,0.4795
2117,425,300,300,fairness_sent,-0.4438,0.4438
2118,425,325,25,fairness_sent,-0.1491,0.1491
2119,425,325,50,fairness_sent,0.0793,0.0793
2120,425,325,75,fairness_sent,0.4375,0.4375
2121,425,325,100,fairness_sent,0.4141,0.4141
2122,425,325,125,fairness_sent,-0.4458,0.4458
2123,425,325,150,fairness_sent,-0.431,0.431
2124,425,325,175,fairness_sent,-0.4448,0.4448
2125,425,325,200,fairness_sent,-0.4527,0.4527
2126,425,325,225,fairness_sent,-0.4624,0.4624
2127,425,325,250,fairness_sent,-0.4704,0.4704
2128,425,325,275,fairness_sent,-0.4761,0.4761
2129,425,325,300,fairness_sent,-0.4821,0.4821
2130,425,325,325,fairness_sent,-0.4503,0.4503
2131,425,350,25,fairness_sent,-0.1902,0.1902
2132,425,350,50,fairness_sent,-0.1877,0.1877
2133,425,350,75,fairness_sent,0.4251,0.4251
2134,425,350,100,fairness_sent,0.4106,0.4106
2135,425,350,125,fairness_sent,-0.4428,0.4428
2136,425,350,150,fairness_sent,-0.4214,0.4214
2137,425,350,175,fairness_sent,-0.416,0.416
2138,425,350,200,fairness_sent,-0.4314,0.4314
2139,425,350,225,fairness_sent,-0.4507,0.4507
2140,425,350,250,fairness_sent,-0.4536,0.4536
2141,425,350,275,fairness_sent,-0.4693,0.4693
2142,425,350,300,fairness_sent,-0.4768,0.4768
2143,425,350,325,fairness_sent,-0.481,0.481
2144,425,350,350,fairness_sent,-0.4618,0.4618
2145,425,375,25,fairness_sent,-0.1952,0.1952
2146,425,375,50,fairness_sent,0.1558,0.1558
2147,425,375,75,fairness_sent,-0.3455,0.3455
2148,425,375,100,fairness_sent,0.4014,0.4014
2149,425,375,125,fairness_sent,0.4216,0.4216
2150,425,375,150,fairness_sent,-0.4062,0.4062
2151,425,375,175,fairness_sent,-0.4009,0.4009
2152,425,375,200,fairness_sent,0.4193,0.4193
2153,425,375,225,fairness_sent,-0.4226,0.4226
2154,425,375,250,fairness_sent,0.4411,0.4411
2155,425,375,275,fairness_sent,-0.4444,0.4444
2156,425,375,300,fairness_sent,-0.4695,0.4695
2157,425,375,325,fairness_sent,-0.4716,0.4716
2158,425,375,350,fairness_sent,-0.4769,0.4769
2159,425,375,375,fairness_sent,-0.4672,0.4672
2160,425,400,25,fairness_sent,0.2217,0.2217
2161,425,400,50,fairness_sent,0.2259,0.2259
2162,425,400,75,fairness_sent,0.2544,0.2544
2163,425,400,100,fairness_sent,0.3761,0.3761
2164,425,400,125,fairness_sent,-0.4197,0.4197
2165,425,400,150,fairness_sent,-0.4239,0.4239
2166,425,400,175,fairness_sent,-0.4147,0.4147
2167,425,400,200,fairness_sent,-0.4011,0.4011
