,h,l,n,care_sent,cor,cor_abs
1079,275,475,50,care_sent,0.3778,0.3778
3,25,100,25,care_sent,0.3776,0.3776
690,225,275,25,care_sent,0.3774,0.3774
635,200,500,200,care_sent,0.3769,0.3769
1681,375,225,25,care_sent,-0.3765,0.3765
1,25,50,25,care_sent,-0.3763,0.3763
855,250,325,25,care_sent,-0.3761,0.3761
47,50,375,25,care_sent,-0.3759,0.3759
503,175,500,175,care_sent,0.3758,0.3758
681,225,250,25,care_sent,0.3757,0.3757
53,50,450,25,care_sent,0.3752,0.3752
55,50,475,25,care_sent,0.3752,0.3752
1099,275,500,275,care_sent,0.3751,0.3751
990,275,275,25,care_sent,0.3746,0.3746
32,50,175,50,care_sent,0.3743,0.3743
2247,450,75,25,care_sent,0.3743,0.3743
2663,500,75,25,care_sent,0.3743,0.3743
2454,475,75,25,care_sent,0.3743,0.3743
2674,500,125,125,care_sent,-0.3741,0.3741
1477,350,175,25,care_sent,0.374,0.374
1295,325,175,25,care_sent,0.374,0.374
79,75,200,75,care_sent,0.3739,0.3739
2300,450,275,50,care_sent,-0.3738,0.3738
1466,350,125,25,care_sent,0.3737,0.3737
2310,450,300,25,care_sent,0.3737,0.3737
1841,400,50,25,care_sent,0.3728,0.3728
2041,425,50,25,care_sent,0.3727,0.3727
153,100,275,100,care_sent,0.3723,0.3723
239,125,300,125,care_sent,0.3722,0.3722
254,125,375,125,care_sent,0.3718,0.3718
93,75,325,50,care_sent,0.3717,0.3717
37,50,250,25,care_sent,-0.3711,0.3711
779,225,500,225,care_sent,0.3708,0.3708
825,250,250,25,care_sent,-0.3707,0.3707
835,250,275,25,care_sent,0.3703,0.3703
540,200,225,25,care_sent,0.369,0.369
895,250,425,25,care_sent,0.3687,0.3687
905,250,450,25,care_sent,0.3687,0.3687
1273,300,500,300,care_sent,0.3682,0.3682
926,250,500,50,care_sent,-0.3682,0.3682
96,75,350,50,care_sent,0.3678,0.3678
2046,425,100,25,care_sent,0.3678,0.3678
1155,300,275,25,care_sent,0.3675,0.3675
1868,400,200,25,care_sent,-0.3663,0.3663
90,75,300,50,care_sent,0.3662,0.3662
980,275,250,25,care_sent,0.3661,0.3661
753,225,450,25,care_sent,-0.366,0.366
744,225,425,25,care_sent,-0.366,0.366
865,250,350,25,care_sent,0.3659,0.3659
1459,350,75,25,care_sent,-0.3659,0.3659
1651,375,100,25,care_sent,0.3657,0.3657
1534,350,325,25,care_sent,0.3655,0.3655
1352,325,325,25,care_sent,0.3655,0.3655
1723,375,325,25,care_sent,0.3655,0.3655
628,200,500,25,care_sent,0.3652,0.3652
2381,450,425,50,care_sent,0.365,0.365
249,125,350,125,care_sent,0.3645,0.3645
1178,300,325,25,care_sent,0.3635,0.3635
934,250,500,250,care_sent,0.3634,0.3634
936,275,50,25,care_sent,-0.3633,0.3633
2814,500,450,50,care_sent,0.3632,0.3632
1090,275,500,50,care_sent,0.3626,0.3626
1618,350,475,50,care_sent,0.3624,0.3624
2177,425,425,50,care_sent,0.3621,0.3621
115,75,500,75,care_sent,0.362,0.362
2688,500,200,25,care_sent,-0.3618,0.3618
186,100,500,25,care_sent,-0.3617,0.3617
1012,275,325,25,care_sent,0.3614,0.3614
2675,500,150,25,care_sent,0.3612,0.3612
1251,300,475,50,care_sent,0.361,0.361
1471,350,150,25,care_sent,0.3609,0.3609
1289,325,150,25,care_sent,0.3609,0.3609
2254,450,125,25,care_sent,0.3598,0.3598
2461,475,125,25,care_sent,0.3598,0.3598
2670,500,125,25,care_sent,0.3598,0.3598
637,225,50,25,care_sent,-0.3597,0.3597
82,75,225,75,care_sent,0.3596,0.3596
1280,325,100,25,care_sent,0.3596,0.3596
1462,350,100,25,care_sent,0.3596,0.3596
1106,300,100,25,care_sent,0.3596,0.3596
1511,350,275,25,care_sent,0.3594,0.3594
1329,325,275,25,care_sent,0.3594,0.3594
1166,300,300,25,care_sent,0.3587,0.3587
157,100,300,100,care_sent,0.3585,0.3585
2452,475,50,25,care_sent,-0.3584,0.3584
2661,500,50,25,care_sent,-0.3584,0.3584
2245,450,50,25,care_sent,-0.3584,0.3584
1319,325,250,25,care_sent,-0.3582,0.3582
1501,350,250,25,care_sent,-0.3582,0.3582
1214,300,400,25,care_sent,0.3579,0.3579
1103,300,75,25,care_sent,-0.3576,0.3576
1277,325,75,25,care_sent,-0.3576,0.3576
57,50,500,25,care_sent,0.3568,0.3568
2259,450,150,25,care_sent,0.3565,0.3565
189,100,500,100,care_sent,0.3563,0.3563
1648,375,75,25,care_sent,0.3563,0.3563
177,100,425,100,care_sent,0.3557,0.3557
173,100,400,100,care_sent,0.3554,0.3554
1145,300,250,25,care_sent,-0.355,0.355
2398,450,450,50,care_sent,0.3544,0.3544
52,50,425,50,care_sent,0.3536,0.3536
169,100,375,100,care_sent,0.3531,0.3531
2272,450,200,25,care_sent,-0.353,0.353
2466,475,150,25,care_sent,0.3527,0.3527
2457,475,100,25,care_sent,0.3522,0.3522
2250,450,100,25,care_sent,0.3522,0.3522
1690,375,250,25,care_sent,0.3522,0.3522
1655,375,125,25,care_sent,0.3522,0.3522
1646,375,50,25,care_sent,0.352,0.352
41,50,300,25,care_sent,0.3519,0.3519
1431,325,475,50,care_sent,0.3519,0.3519
1444,325,500,50,care_sent,0.3518,0.3518
1263,300,500,50,care_sent,0.3514,0.3514
185,100,475,100,care_sent,0.3507,0.3507
106,75,425,75,care_sent,0.3506,0.3506
48,50,375,50,care_sent,0.3506,0.3506
85,75,250,75,care_sent,0.3495,0.3495
181,100,450,100,care_sent,0.3494,0.3494
2055,425,150,25,care_sent,0.3494,0.3494
1855,400,150,25,care_sent,0.3494,0.3494
58,50,500,50,care_sent,0.349,0.349
2417,450,475,75,care_sent,0.3488,0.3488
2479,475,200,25,care_sent,0.3488,0.3488
54,50,450,50,care_sent,0.3487,0.3487
56,50,475,50,care_sent,0.3487,0.3487
1457,350,50,25,care_sent,-0.3481,0.3481
50,50,400,50,care_sent,0.3479,0.3479
1632,350,500,50,care_sent,0.3479,0.3479
490,175,475,25,care_sent,0.3476,0.3476
112,75,475,75,care_sent,0.3476,0.3476
1034,275,375,25,care_sent,-0.3472,0.3472
1340,325,300,25,care_sent,0.347,0.347
1522,350,300,25,care_sent,0.347,0.347
161,100,325,100,care_sent,0.3469,0.3469
4,25,125,25,care_sent,0.3462,0.3462
2605,475,450,50,care_sent,0.3452,0.3452
1391,325,400,25,care_sent,0.345,0.345
1575,350,400,25,care_sent,0.345,0.345
2050,425,125,25,care_sent,0.3441,0.3441
1850,400,125,25,care_sent,0.3441,0.3441
88,75,275,75,care_sent,0.3435,0.3435
43,50,325,25,care_sent,-0.3434,0.3434
109,75,450,75,care_sent,0.3425,0.3425
1045,275,400,25,care_sent,0.3423,0.3423
165,100,350,100,care_sent,0.3418,0.3418
2068,425,200,25,care_sent,0.3417,0.3417
2529,475,325,25,care_sent,-0.3416,0.3416
1202,300,375,25,care_sent,0.3406,0.3406
2726,500,300,25,care_sent,-0.3405,0.3405
2517,475,300,25,care_sent,-0.3405,0.3405
620,200,475,25,care_sent,0.3403,0.3403
36,50,225,50,care_sent,0.3392,0.3392
2666,500,100,25,care_sent,0.3392,0.3392
875,250,375,25,care_sent,-0.3387,0.3387
91,75,300,75,care_sent,0.3377,0.3377
1700,375,275,25,care_sent,0.3371,0.3371
8,25,225,25,care_sent,0.3363,0.3363
2246,450,50,50,care_sent,0.3363,0.3363
7,25,200,25,care_sent,0.3363,0.3363
2042,425,50,50,care_sent,0.3361,0.3361
2,25,75,25,care_sent,0.3356,0.3356
103,75,400,75,care_sent,0.335,0.335
45,50,350,25,care_sent,-0.3349,0.3349
1023,275,350,25,care_sent,-0.3346,0.3346
1275,325,50,25,care_sent,-0.3345,0.3345
1101,300,50,25,care_sent,-0.3345,0.3345
100,75,375,75,care_sent,0.3344,0.3344
34,50,200,50,care_sent,0.3343,0.3343
1365,325,350,25,care_sent,0.3312,0.3312
1547,350,350,25,care_sent,0.3312,0.3312
26,50,100,50,care_sent,0.3311,0.3311
94,75,325,75,care_sent,0.3311,0.3311
1711,375,300,25,care_sent,0.3308,0.3308
1190,300,350,25,care_sent,0.3303,0.3303
1780,375,425,25,care_sent,0.3302,0.3302
1795,375,450,25,care_sent,0.3302,0.3302
497,175,500,25,care_sent,-0.3292,0.3292
2106,425,300,25,care_sent,0.3268,0.3268
1906,400,300,25,care_sent,0.3268,0.3268
97,75,350,75,care_sent,0.3263,0.3263
2453,475,50,50,care_sent,0.3259,0.3259
2662,500,50,50,care_sent,0.3259,0.3259
38,50,250,50,care_sent,0.3255,0.3255
2280,450,225,25,care_sent,-0.325,0.325
9,25,250,25,care_sent,0.3226,0.3226
192,125,50,50,care_sent,-0.322,0.322
40,50,275,50,care_sent,0.3202,0.3202
1842,400,50,50,care_sent,-0.3188,0.3188
1089,275,500,25,care_sent,-0.3183,0.3183
2299,450,275,25,care_sent,-0.3182,0.3182
42,50,300,50,care_sent,0.3161,0.3161
1378,325,375,25,care_sent,0.3155,0.3155
1561,350,375,25,care_sent,0.3155,0.3155
1876,400,225,25,care_sent,0.3154,0.3154
2076,425,225,25,care_sent,0.3154,0.3154
782,250,50,50,care_sent,-0.314,0.314
44,50,325,50,care_sent,0.3129,0.3129
2026,400,500,75,care_sent,0.3126,0.3126
387,175,50,50,care_sent,-0.3124,0.3124
2229,425,500,75,care_sent,-0.3119,0.3119
2487,475,225,25,care_sent,-0.3115,0.3115
2696,500,225,25,care_sent,-0.3115,0.3115
46,50,350,50,care_sent,0.3109,0.3109
1647,375,50,50,care_sent,-0.3106,0.3106
1826,375,500,50,care_sent,0.307,0.307
2496,475,250,25,care_sent,0.3059,0.3059
2705,500,250,25,care_sent,0.3059,0.3059
2506,475,275,25,care_sent,-0.3047,0.3047
2715,500,275,25,care_sent,-0.3047,0.3047
25,50,100,25,care_sent,-0.3036,0.3036
937,275,50,50,care_sent,-0.3035,0.3035
1895,400,275,25,care_sent,0.3029,0.3029
2095,425,275,25,care_sent,0.3029,0.3029
1102,300,50,50,care_sent,-0.3028,0.3028
10,25,275,25,care_sent,0.301,0.301
19,25,500,25,care_sent,0.2999,0.2999
2588,475,425,50,care_sent,0.2977,0.2977
638,225,50,50,care_sent,-0.2972,0.2972
2289,450,250,25,care_sent,0.2971,0.2971
1238,300,450,25,care_sent,0.2938,0.2938
1226,300,425,25,care_sent,0.2938,0.2938
1750,375,375,25,care_sent,0.2926,0.2926
16,25,425,25,care_sent,0.2925,0.2925
23,50,75,25,care_sent,0.2915,0.2915
1458,350,50,50,care_sent,-0.2914,0.2914
1276,325,50,50,care_sent,-0.2912,0.2912
11,25,300,25,care_sent,0.2898,0.2898
18,25,475,25,care_sent,0.289,0.289
17,25,450,25,care_sent,0.289,0.289
1811,375,475,50,care_sent,0.2887,0.2887
1825,375,500,25,care_sent,0.2883,0.2883
1417,325,450,25,care_sent,0.2881,0.2881
1589,350,425,25,care_sent,0.2881,0.2881
1603,350,450,25,care_sent,0.2881,0.2881
1404,325,425,25,care_sent,0.2881,0.2881
1765,375,400,25,care_sent,0.2871,0.2871
1885,400,250,25,care_sent,0.286,0.286
2085,425,250,25,care_sent,0.286,0.286
1443,325,500,25,care_sent,-0.2851,0.2851
506,200,50,50,care_sent,-0.2844,0.2844
2833,500,475,75,care_sent,0.2807,0.2807
282,150,50,50,care_sent,-0.2798,0.2798
14,25,375,25,care_sent,0.2775,0.2775
15,25,400,25,care_sent,0.2775,0.2775
1736,375,350,25,care_sent,0.2766,0.2766
2797,500,425,50,care_sent,-0.2753,0.2753
20,50,25,25,care_sent,0.2738,0.2738
13,25,350,25,care_sent,0.2733,0.2733
12,25,325,25,care_sent,0.273,0.273
1262,300,500,25,care_sent,-0.2674,0.2674
1067,275,450,25,care_sent,0.2673,0.2673
1056,275,425,25,care_sent,0.2673,0.2673
0,25,25,25,care_sent,-0.2648,0.2648
2624,475,475,75,care_sent,-0.2449,0.2449
1631,350,500,25,care_sent,-0.2438,0.2438
2435,450,500,75,care_sent,0.2395,0.2395
2397,450,450,25,care_sent,-0.2163,0.2163
2380,450,425,25,care_sent,-0.2163,0.2163
2009,400,475,50,care_sent,0.2074,0.2074
2852,500,500,75,care_sent,0.2068,0.2068
2660,500,25,25,care_sent,-0.2054,0.2054
2244,450,25,25,care_sent,-0.2054,0.2054
2451,475,25,25,care_sent,-0.2054,0.2054
2176,425,425,25,care_sent,-0.2042,0.2042
2193,425,450,25,care_sent,-0.2042,0.2042
1960,400,400,25,care_sent,-0.2036,0.2036
59,75,25,25,care_sent,-0.203,0.203
2040,425,25,25,care_sent,-0.1988,0.1988
2211,425,475,50,care_sent,0.1987,0.1987
2643,475,500,75,care_sent,0.1962,0.1962
116,100,25,25,care_sent,-0.1928,0.1928
1645,375,25,25,care_sent,-0.1922,0.1922
1456,350,25,25,care_sent,-0.1839,0.1839
1840,400,25,25,care_sent,-0.1817,0.1817
280,150,25,25,care_sent,-0.1801,0.1801
190,125,25,25,care_sent,-0.1796,0.1796
385,175,25,25,care_sent,-0.1789,0.1789
780,250,25,25,care_sent,-0.1739,0.1739
2542,475,350,25,care_sent,0.1735,0.1735
1100,300,25,25,care_sent,-0.1728,0.1728
1274,325,25,25,care_sent,-0.1728,0.1728
504,200,25,25,care_sent,-0.1726,0.1726
935,275,25,25,care_sent,-0.1687,0.1687
636,225,25,25,care_sent,-0.1596,0.1596
2416,450,475,50,care_sent,0.1542,0.1542
2228,425,500,50,care_sent,0.1517,0.1517
2025,400,500,50,care_sent,0.1502,0.1502
2322,450,325,25,care_sent,-0.1488,0.1488
2024,400,500,25,care_sent,-0.1454,0.1454
2364,450,400,25,care_sent,-0.1343,0.1343
2160,425,400,25,care_sent,-0.127,0.127
1810,375,475,25,care_sent,-0.1253,0.1253
1945,400,375,25,care_sent,0.1229,0.1229
2118,425,325,25,care_sent,0.1114,0.1114
1918,400,325,25,care_sent,0.1114,0.1114
2604,475,450,25,care_sent,-0.1109,0.1109
2587,475,425,25,care_sent,-0.1109,0.1109
2571,475,400,25,care_sent,-0.1051,0.1051
2780,500,400,25,care_sent,-0.104,0.104
2008,400,475,25,care_sent,-0.099,0.099
915,250,475,25,care_sent,0.0925,0.0925
1078,275,475,25,care_sent,-0.0815,0.0815
2335,450,350,25,care_sent,0.0795,0.0795
2145,425,375,25,care_sent,0.0756,0.0756
762,225,475,25,care_sent,-0.0729,0.0729
1617,350,475,25,care_sent,-0.0727,0.0727
771,225,500,25,care_sent,-0.0717,0.0717
925,250,500,25,care_sent,0.0611,0.0611
1992,400,450,25,care_sent,0.06,0.06
1976,400,425,25,care_sent,0.06,0.06
2751,500,350,25,care_sent,0.0562,0.0562
2434,450,500,50,care_sent,-0.0549,0.0549
2349,450,375,25,care_sent,-0.0534,0.0534
1250,300,475,25,care_sent,-0.0475,0.0475
2623,475,475,50,care_sent,0.041,0.041
2738,500,325,25,care_sent,-0.0352,0.0352
2832,500,475,50,care_sent,0.0267,0.0267
1931,400,350,25,care_sent,0.0263,0.0263
2131,425,350,25,care_sent,0.0263,0.0263
2642,475,500,50,care_sent,-0.0228,0.0228
1430,325,475,25,care_sent,-0.0218,0.0218
2210,425,475,25,care_sent,-0.0207,0.0207
2556,475,375,25,care_sent,-0.0164,0.0164
2227,425,500,25,care_sent,0.014,0.014
2765,500,375,25,care_sent,-0.013,0.013
2850,500,500,25,care_sent,0.0117,0.0117
2813,500,450,25,care_sent,-0.0112,0.0112
2796,500,425,25,care_sent,-0.0112,0.0112
2415,450,475,25,care_sent,-0.0105,0.0105
2433,450,500,25,care_sent,0.0063,0.0063
2851,500,500,50,care_sent,-0.0059,0.0059
2622,475,475,25,care_sent,-0.0057,0.0057
2831,500,475,25,care_sent,-0.004,0.004
2641,475,500,25,care_sent,0.0005,0.0005
