,h,l,n,authority_sent,cor,cor_abs
1688,375,225,200,authority_sent,-0.4366,0.4366
1689,375,225,225,authority_sent,-0.3836,0.3836
1690,375,250,25,authority_sent,-0.3198,0.3198
1691,375,250,50,authority_sent,-0.3493,0.3493
1692,375,250,75,authority_sent,-0.4464,0.4464
1693,375,250,100,authority_sent,-0.464,0.464
1694,375,250,125,authority_sent,0.4941,0.4941
1695,375,250,150,authority_sent,-0.4867,0.4867
1696,375,250,175,authority_sent,-0.4786,0.4786
1697,375,250,200,authority_sent,-0.4719,0.4719
1698,375,250,225,authority_sent,-0.4571,0.4571
1699,375,250,250,authority_sent,-0.4192,0.4192
1700,375,275,25,authority_sent,-0.3149,0.3149
1701,375,275,50,authority_sent,0.3708,0.3708
1702,375,275,75,authority_sent,-0.4512,0.4512
1703,375,275,100,authority_sent,0.4785,0.4785
1704,375,275,125,authority_sent,0.4882,0.4882
1705,375,275,150,authority_sent,-0.4961,0.4961
1706,375,275,175,authority_sent,-0.4966,0.4966
1707,375,275,200,authority_sent,-0.4907,0.4907
1708,375,275,225,authority_sent,-0.4835,0.4835
1709,375,275,250,authority_sent,-0.4749,0.4749
1710,375,275,275,authority_sent,-0.4454,0.4454
1711,375,300,25,authority_sent,-0.3035,0.3035
1712,375,300,50,authority_sent,-0.2822,0.2822
1713,375,300,75,authority_sent,-0.4013,0.4013
1714,375,300,100,authority_sent,-0.4485,0.4485
1715,375,300,125,authority_sent,0.462,0.462
1716,375,300,150,authority_sent,0.478,0.478
1717,375,300,175,authority_sent,-0.4811,0.4811
1718,375,300,200,authority_sent,-0.4821,0.4821
1719,375,300,225,authority_sent,-0.4802,0.4802
1720,375,300,250,authority_sent,-0.4788,0.4788
1721,375,300,275,authority_sent,-0.4673,0.4673
1722,375,300,300,authority_sent,-0.4442,0.4442
1723,375,325,25,authority_sent,0.2524,0.2524
1724,375,325,50,authority_sent,-0.2431,0.2431
1725,375,325,75,authority_sent,-0.3854,0.3854
1726,375,325,100,authority_sent,-0.4372,0.4372
1727,375,325,125,authority_sent,0.469,0.469
1728,375,325,150,authority_sent,0.4749,0.4749
1729,375,325,175,authority_sent,0.4841,0.4841
1730,375,325,200,authority_sent,-0.4915,0.4915
1731,375,325,225,authority_sent,-0.489,0.489
1732,375,325,250,authority_sent,-0.4869,0.4869
1733,375,325,275,authority_sent,-0.479,0.479
1734,375,325,300,authority_sent,-0.4793,0.4793
1735,375,325,325,authority_sent,-0.4597,0.4597
1736,375,350,25,authority_sent,0.3416,0.3416
1737,375,350,50,authority_sent,0.4164,0.4164
1738,375,350,75,authority_sent,-0.4294,0.4294
1739,375,350,100,authority_sent,-0.432,0.432
1740,375,350,125,authority_sent,-0.4644,0.4644
1741,375,350,150,authority_sent,0.4745,0.4745
1742,375,350,175,authority_sent,0.4882,0.4882
1743,375,350,200,authority_sent,-0.4876,0.4876
1744,375,350,225,authority_sent,-0.4876,0.4876
1745,375,350,250,authority_sent,-0.4848,0.4848
1746,375,350,275,authority_sent,-0.4847,0.4847
1747,375,350,300,authority_sent,-0.482,0.482
1748,375,350,325,authority_sent,-0.4831,0.4831
1749,375,350,350,authority_sent,-0.4774,0.4774
1750,375,375,25,authority_sent,0.3416,0.3416
1751,375,375,50,authority_sent,-0.3455,0.3455
1752,375,375,75,authority_sent,-0.4134,0.4134
1753,375,375,100,authority_sent,-0.4567,0.4567
1754,375,375,125,authority_sent,0.4599,0.4599
1755,375,375,150,authority_sent,-0.4727,0.4727
1756,375,375,175,authority_sent,-0.4749,0.4749
1757,375,375,200,authority_sent,-0.4772,0.4772
1758,375,375,225,authority_sent,-0.484,0.484
1759,375,375,250,authority_sent,-0.4802,0.4802
1760,375,375,275,authority_sent,-0.4791,0.4791
1761,375,375,300,authority_sent,-0.4727,0.4727
1762,375,375,325,authority_sent,-0.4737,0.4737
1763,375,375,350,authority_sent,-0.4835,0.4835
1764,375,375,375,authority_sent,-0.4783,0.4783
1765,375,400,25,authority_sent,0.2712,0.2712
1766,375,400,50,authority_sent,-0.2827,0.2827
1767,375,400,75,authority_sent,-0.3875,0.3875
1768,375,400,100,authority_sent,-0.4526,0.4526
1769,375,400,125,authority_sent,-0.4552,0.4552
1770,375,400,150,authority_sent,0.4737,0.4737
1771,375,400,175,authority_sent,-0.4685,0.4685
1772,375,400,200,authority_sent,-0.4737,0.4737
1773,375,400,225,authority_sent,-0.4806,0.4806
1774,375,400,250,authority_sent,-0.4797,0.4797
1775,375,400,275,authority_sent,-0.4753,0.4753
1776,375,400,300,authority_sent,-0.4686,0.4686
1777,375,400,325,authority_sent,-0.4689,0.4689
1778,375,400,350,authority_sent,-0.4697,0.4697
1779,375,400,375,authority_sent,-0.4723,0.4723
1780,375,425,25,authority_sent,0.3063,0.3063
1781,375,425,50,authority_sent,-0.2392,0.2392
1782,375,425,75,authority_sent,0.3955,0.3955
1783,375,425,100,authority_sent,-0.4557,0.4557
1784,375,425,125,authority_sent,0.4436,0.4436
1785,375,425,150,authority_sent,0.4552,0.4552
1786,375,425,175,authority_sent,0.4607,0.4607
1787,375,425,200,authority_sent,-0.4653,0.4653
1788,375,425,225,authority_sent,-0.4779,0.4779
1789,375,425,250,authority_sent,-0.4789,0.4789
1790,375,425,275,authority_sent,-0.4762,0.4762
1791,375,425,300,authority_sent,-0.4727,0.4727
1792,375,425,325,authority_sent,-0.4728,0.4728
1793,375,425,350,authority_sent,-0.4693,0.4693
1794,375,425,375,authority_sent,-0.4678,0.4678
1795,375,450,25,authority_sent,-0.2707,0.2707
1796,375,450,50,authority_sent,-0.2626,0.2626
1797,375,450,75,authority_sent,0.4066,0.4066
1798,375,450,100,authority_sent,-0.4347,0.4347
1799,375,450,125,authority_sent,-0.4266,0.4266
1800,375,450,150,authority_sent,0.4476,0.4476
1801,375,450,175,authority_sent,0.4501,0.4501
1802,375,450,200,authority_sent,-0.4448,0.4448
1803,375,450,225,authority_sent,0.4578,0.4578
1804,375,450,250,authority_sent,0.465,0.465
1805,375,450,275,authority_sent,0.451,0.451
1806,375,450,300,authority_sent,0.4611,0.4611
1807,375,450,325,authority_sent,-0.4593,0.4593
1808,375,450,350,authority_sent,-0.4576,0.4576
1809,375,450,375,authority_sent,0.4505,0.4505
1810,375,475,25,authority_sent,-0.2717,0.2717
1811,375,475,50,authority_sent,-0.2836,0.2836
1812,375,475,75,authority_sent,0.4087,0.4087
1813,375,475,100,authority_sent,0.4302,0.4302
1814,375,475,125,authority_sent,-0.4299,0.4299
1815,375,475,150,authority_sent,0.4421,0.4421
1816,375,475,175,authority_sent,0.4506,0.4506
1817,375,475,200,authority_sent,0.4519,0.4519
1818,375,475,225,authority_sent,0.4563,0.4563
1819,375,475,250,authority_sent,0.4597,0.4597
1820,375,475,275,authority_sent,0.4494,0.4494
1821,375,475,300,authority_sent,0.4454,0.4454
1822,375,475,325,authority_sent,-0.4432,0.4432
1823,375,475,350,authority_sent,-0.4461,0.4461
1824,375,475,375,authority_sent,0.4345,0.4345
1825,375,500,25,authority_sent,-0.2717,0.2717
1826,375,500,50,authority_sent,-0.2836,0.2836
1827,375,500,75,authority_sent,0.4185,0.4185
1828,375,500,100,authority_sent,-0.4147,0.4147
1829,375,500,125,authority_sent,0.4265,0.4265
1830,375,500,150,authority_sent,0.4386,0.4386
1831,375,500,175,authority_sent,0.4392,0.4392
1832,375,500,200,authority_sent,-0.4407,0.4407
1833,375,500,225,authority_sent,-0.4495,0.4495
1834,375,500,250,authority_sent,0.4512,0.4512
1835,375,500,275,authority_sent,0.4377,0.4377
1836,375,500,300,authority_sent,0.4343,0.4343
1837,375,500,325,authority_sent,-0.4289,0.4289
1838,375,500,350,authority_sent,0.4264,0.4264
1839,375,500,375,authority_sent,0.4145,0.4145
1840,400,25,25,authority_sent,-0.2181,0.2181
1841,400,50,25,authority_sent,0.3031,0.3031
1842,400,50,50,authority_sent,-0.2519,0.2519
1843,400,75,25,authority_sent,0.2726,0.2726
1844,400,75,50,authority_sent,-0.32,0.32
1845,400,75,75,authority_sent,-0.2537,0.2537
1846,400,100,25,authority_sent,0.2912,0.2912
1847,400,100,50,authority_sent,-0.4195,0.4195
1848,400,100,75,authority_sent,-0.3355,0.3355
1849,400,100,100,authority_sent,-0.272,0.272
1850,400,125,25,authority_sent,0.2968,0.2968
1851,400,125,50,authority_sent,-0.4259,0.4259
1852,400,125,75,authority_sent,-0.391,0.391
1853,400,125,100,authority_sent,-0.3854,0.3854
1854,400,125,125,authority_sent,-0.2939,0.2939
1855,400,150,25,authority_sent,0.3359,0.3359
1856,400,150,50,authority_sent,-0.436,0.436
1857,400,150,75,authority_sent,-0.4453,0.4453
1858,400,150,100,authority_sent,-0.3811,0.3811
1859,400,150,125,authority_sent,-0.355,0.355
1860,400,150,150,authority_sent,-0.296,0.296
1861,400,175,25,authority_sent,0.3184,0.3184
1862,400,175,50,authority_sent,-0.4032,0.4032
1863,400,175,75,authority_sent,-0.4434,0.4434
1864,400,175,100,authority_sent,-0.4168,0.4168
1865,400,175,125,authority_sent,-0.4086,0.4086
1866,400,175,150,authority_sent,-0.3767,0.3767
1867,400,175,175,authority_sent,-0.3247,0.3247
1868,400,200,25,authority_sent,-0.2169,0.2169
1869,400,200,50,authority_sent,-0.4077,0.4077
1870,400,200,75,authority_sent,-0.4566,0.4566
1871,400,200,100,authority_sent,-0.4614,0.4614
1872,400,200,125,authority_sent,-0.4464,0.4464
1873,400,200,150,authority_sent,-0.434,0.434
1874,400,200,175,authority_sent,-0.4219,0.4219
1875,400,200,200,authority_sent,-0.3555,0.3555
1876,400,225,25,authority_sent,-0.3825,0.3825
1877,400,225,50,authority_sent,-0.4154,0.4154
1878,400,225,75,authority_sent,-0.4636,0.4636
1879,400,225,100,authority_sent,-0.4659,0.4659
1880,400,225,125,authority_sent,-0.4686,0.4686
1881,400,225,150,authority_sent,-0.4502,0.4502
1882,400,225,175,authority_sent,-0.4427,0.4427
1883,400,225,200,authority_sent,-0.4329,0.4329
1884,400,225,225,authority_sent,-0.3757,0.3757
1885,400,250,25,authority_sent,-0.289,0.289
1886,400,250,50,authority_sent,-0.3179,0.3179
1887,400,250,75,authority_sent,-0.4547,0.4547
1888,400,250,100,authority_sent,-0.4724,0.4724
1889,400,250,125,authority_sent,-0.4771,0.4771
1890,400,250,150,authority_sent,-0.4765,0.4765
1891,400,250,175,authority_sent,-0.469,0.469
1892,400,250,200,authority_sent,-0.4675,0.4675
1893,400,250,225,authority_sent,-0.4591,0.4591
1894,400,250,250,authority_sent,-0.4063,0.4063
1895,400,275,25,authority_sent,-0.3268,0.3268
1896,400,275,50,authority_sent,-0.3354,0.3354
1897,400,275,75,authority_sent,-0.4422,0.4422
1898,400,275,100,authority_sent,0.4736,0.4736
1899,400,275,125,authority_sent,0.4776,0.4776
1900,400,275,150,authority_sent,-0.4944,0.4944
1901,400,275,175,authority_sent,-0.491,0.491
1902,400,275,200,authority_sent,-0.4844,0.4844
1903,400,275,225,authority_sent,-0.4816,0.4816
1904,400,275,250,authority_sent,-0.4725,0.4725
1905,400,275,275,authority_sent,-0.4379,0.4379
1906,400,300,25,authority_sent,-0.3,0.3
1907,400,300,50,authority_sent,-0.3335,0.3335
1908,400,300,75,authority_sent,-0.4084,0.4084
1909,400,300,100,authority_sent,-0.4442,0.4442
1910,400,300,125,authority_sent,0.457,0.457
1911,400,300,150,authority_sent,-0.4787,0.4787
1912,400,300,175,authority_sent,0.4788,0.4788
1913,400,300,200,authority_sent,-0.481,0.481
1914,400,300,225,authority_sent,-0.4794,0.4794
1915,400,300,250,authority_sent,-0.473,0.473
1916,400,300,275,authority_sent,-0.47,0.47
1917,400,300,300,authority_sent,-0.4365,0.4365
1918,400,325,25,authority_sent,0.2454,0.2454
1919,400,325,50,authority_sent,-0.2033,0.2033
1920,400,325,75,authority_sent,-0.3455,0.3455
1921,400,325,100,authority_sent,-0.4387,0.4387
1922,400,325,125,authority_sent,-0.4706,0.4706
1923,400,325,150,authority_sent,0.4749,0.4749
1924,400,325,175,authority_sent,0.4799,0.4799
1925,400,325,200,authority_sent,-0.4844,0.4844
1926,400,325,225,authority_sent,-0.4868,0.4868
1927,400,325,250,authority_sent,-0.4802,0.4802
1928,400,325,275,authority_sent,-0.475,0.475
1929,400,325,300,authority_sent,-0.4766,0.4766
1930,400,325,325,authority_sent,-0.4451,0.4451
1931,400,350,25,authority_sent,0.3551,0.3551
1932,400,350,50,authority_sent,0.4122,0.4122
1933,400,350,75,authority_sent,-0.4031,0.4031
1934,400,350,100,authority_sent,-0.4441,0.4441
1935,400,350,125,authority_sent,-0.4615,0.4615
1936,400,350,150,authority_sent,0.4689,0.4689
1937,400,350,175,authority_sent,-0.4807,0.4807
1938,400,350,200,authority_sent,-0.4822,0.4822
1939,400,350,225,authority_sent,-0.4895,0.4895
1940,400,350,250,authority_sent,-0.4846,0.4846
1941,400,350,275,authority_sent,-0.4835,0.4835
1942,400,350,300,authority_sent,-0.483,0.483
1943,400,350,325,authority_sent,-0.4815,0.4815
1944,400,350,350,authority_sent,-0.46,0.46
1945,400,375,25,authority_sent,0.3551,0.3551
1946,400,375,50,authority_sent,-0.3035,0.3035
1947,400,375,75,authority_sent,-0.3871,0.3871
1948,400,375,100,authority_sent,-0.4529,0.4529
1949,400,375,125,authority_sent,-0.4537,0.4537
1950,400,375,150,authority_sent,0.4677,0.4677
1951,400,375,175,authority_sent,-0.4794,0.4794
1952,400,375,200,authority_sent,-0.4782,0.4782
1953,400,375,225,authority_sent,-0.4895,0.4895
1954,400,375,250,authority_sent,-0.4831,0.4831
1955,400,375,275,authority_sent,-0.483,0.483
1956,400,375,300,authority_sent,-0.4799,0.4799
1957,400,375,325,authority_sent,-0.4749,0.4749
1958,400,375,350,authority_sent,-0.4791,0.4791
1959,400,375,375,authority_sent,-0.4685,0.4685
1960,400,400,25,authority_sent,0.3053,0.3053
1961,400,400,50,authority_sent,-0.244,0.244
1962,400,400,75,authority_sent,-0.416,0.416
1963,400,400,100,authority_sent,-0.4481,0.4481
1964,400,400,125,authority_sent,-0.4503,0.4503
1965,400,400,150,authority_sent,-0.4761,0.4761
1966,400,400,175,authority_sent,-0.48,0.48
1967,400,400,200,authority_sent,-0.4713,0.4713
1968,400,400,225,authority_sent,-0.4838,0.4838
1969,400,400,250,authority_sent,-0.4844,0.4844
1970,400,400,275,authority_sent,-0.4767,0.4767
1971,400,400,300,authority_sent,-0.4812,0.4812
1972,400,400,325,authority_sent,-0.4724,0.4724
1973,400,400,350,authority_sent,-0.4728,0.4728
1974,400,400,375,authority_sent,-0.4854,0.4854
1975,400,400,400,authority_sent,-0.476,0.476
1976,400,425,25,authority_sent,0.2949,0.2949
1977,400,425,50,authority_sent,-0.2474,0.2474
1978,400,425,75,authority_sent,0.3567,0.3567
1979,400,425,100,authority_sent,-0.4308,0.4308
1980,400,425,125,authority_sent,-0.4359,0.4359
1981,400,425,150,authority_sent,-0.4548,0.4548
1982,400,425,175,authority_sent,-0.4645,0.4645
1983,400,425,200,authority_sent,-0.4502,0.4502
1984,400,425,225,authority_sent,-0.4692,0.4692
1985,400,425,250,authority_sent,-0.4814,0.4814
1986,400,425,275,authority_sent,-0.478,0.478
1987,400,425,300,authority_sent,-0.4737,0.4737
1988,400,425,325,authority_sent,-0.4694,0.4694
1989,400,425,350,authority_sent,-0.4672,0.4672
1990,400,425,375,authority_sent,-0.4735,0.4735
1991,400,425,400,authority_sent,-0.4748,0.4748
1992,400,450,25,authority_sent,-0.254,0.254
1993,400,450,50,authority_sent,-0.2763,0.2763
1994,400,450,75,authority_sent,-0.3943,0.3943
1995,400,450,100,authority_sent,-0.4007,0.4007
1996,400,450,125,authority_sent,-0.4091,0.4091
1997,400,450,150,authority_sent,-0.4391,0.4391
1998,400,450,175,authority_sent,-0.4556,0.4556
1999,400,450,200,authority_sent,-0.4523,0.4523
2000,400,450,225,authority_sent,-0.4525,0.4525
2001,400,450,250,authority_sent,-0.4629,0.4629
2002,400,450,275,authority_sent,0.4562,0.4562
2003,400,450,300,authority_sent,0.4567,0.4567
2004,400,450,325,authority_sent,-0.4666,0.4666
2005,400,450,350,authority_sent,-0.459,0.459
2006,400,450,375,authority_sent,-0.4578,0.4578
2007,400,450,400,authority_sent,0.4515,0.4515
2008,400,475,25,authority_sent,-0.2486,0.2486
2009,400,475,50,authority_sent,-0.3068,0.3068
2010,400,475,75,authority_sent,0.4017,0.4017
2011,400,475,100,authority_sent,-0.4052,0.4052
2012,400,475,125,authority_sent,-0.4293,0.4293
2013,400,475,150,authority_sent,-0.4361,0.4361
2014,400,475,175,authority_sent,-0.4548,0.4548
2015,400,475,200,authority_sent,0.4535,0.4535
2016,400,475,225,authority_sent,-0.4548,0.4548
2017,400,475,250,authority_sent,-0.4556,0.4556
2018,400,475,275,authority_sent,0.455,0.455
2019,400,475,300,authority_sent,0.4523,0.4523
2020,400,475,325,authority_sent,0.4553,0.4553
2021,400,475,350,authority_sent,-0.4525,0.4525
2022,400,475,375,authority_sent,-0.4502,0.4502
2023,400,475,400,authority_sent,0.4368,0.4368
2024,400,500,25,authority_sent,-0.2486,0.2486
2025,400,500,50,authority_sent,-0.3068,0.3068
2026,400,500,75,authority_sent,0.4017,0.4017
2027,400,500,100,authority_sent,0.4002,0.4002
2028,400,500,125,authority_sent,-0.4252,0.4252
2029,400,500,150,authority_sent,0.4334,0.4334
2030,400,500,175,authority_sent,0.4478,0.4478
2031,400,500,200,authority_sent,0.4483,0.4483
2032,400,500,225,authority_sent,-0.4387,0.4387
2033,400,500,250,authority_sent,-0.4505,0.4505
2034,400,500,275,authority_sent,0.4514,0.4514
2035,400,500,300,authority_sent,0.4505,0.4505
2036,400,500,325,authority_sent,0.4464,0.4464
2037,400,500,350,authority_sent,0.4473,0.4473
2038,400,500,375,authority_sent,-0.4308,0.4308
2039,400,500,400,authority_sent,0.4205,0.4205
2040,425,25,25,authority_sent,-0.222,0.222
2041,425,50,25,authority_sent,0.3004,0.3004
2042,425,50,50,authority_sent,-0.2543,0.2543
2043,425,75,25,authority_sent,0.2744,0.2744
2044,425,75,50,authority_sent,0.3312,0.3312
2045,425,75,75,authority_sent,-0.2493,0.2493
2046,425,100,25,authority_sent,0.2953,0.2953
2047,425,100,50,authority_sent,-0.4111,0.4111
2048,425,100,75,authority_sent,0.3252,0.3252
2049,425,100,100,authority_sent,-0.2739,0.2739
2050,425,125,25,authority_sent,0.2631,0.2631
2051,425,125,50,authority_sent,-0.428,0.428
2052,425,125,75,authority_sent,0.4179,0.4179
2053,425,125,100,authority_sent,-0.3765,0.3765
2054,425,125,125,authority_sent,-0.3053,0.3053
2055,425,150,25,authority_sent,0.2661,0.2661
2056,425,150,50,authority_sent,-0.4435,0.4435
2057,425,150,75,authority_sent,-0.418,0.418
2058,425,150,100,authority_sent,-0.3695,0.3695
2059,425,150,125,authority_sent,-0.3459,0.3459
2060,425,150,150,authority_sent,-0.2912,0.2912
2061,425,175,25,authority_sent,0.2788,0.2788
2062,425,175,50,authority_sent,-0.3891,0.3891
2063,425,175,75,authority_sent,-0.4452,0.4452
2064,425,175,100,authority_sent,-0.4191,0.4191
2065,425,175,125,authority_sent,-0.4058,0.4058
2066,425,175,150,authority_sent,-0.3866,0.3866
2067,425,175,175,authority_sent,-0.3236,0.3236
2068,425,200,25,authority_sent,-0.2173,0.2173
2069,425,200,50,authority_sent,-0.3999,0.3999
2070,425,200,75,authority_sent,-0.4553,0.4553
2071,425,200,100,authority_sent,-0.4599,0.4599
2072,425,200,125,authority_sent,-0.4511,0.4511
2073,425,200,150,authority_sent,-0.4378,0.4378
2074,425,200,175,authority_sent,-0.4266,0.4266
2075,425,200,200,authority_sent,-0.3549,0.3549
2076,425,225,25,authority_sent,-0.3465,0.3465
2077,425,225,50,authority_sent,-0.4132,0.4132
2078,425,225,75,authority_sent,-0.4588,0.4588
2079,425,225,100,authority_sent,-0.4648,0.4648
2080,425,225,125,authority_sent,-0.463,0.463
2081,425,225,150,authority_sent,-0.4467,0.4467
2082,425,225,175,authority_sent,-0.4406,0.4406
2083,425,225,200,authority_sent,-0.4238,0.4238
2084,425,225,225,authority_sent,-0.3572,0.3572
2085,425,250,25,authority_sent,-0.2988,0.2988
2086,425,250,50,authority_sent,-0.373,0.373
2087,425,250,75,authority_sent,-0.4547,0.4547
2088,425,250,100,authority_sent,-0.4721,0.4721
2089,425,250,125,authority_sent,-0.4789,0.4789
2090,425,250,150,authority_sent,-0.4631,0.4631
2091,425,250,175,authority_sent,-0.4601,0.4601
2092,425,250,200,authority_sent,-0.4544,0.4544
2093,425,250,225,authority_sent,-0.4457,0.4457
2094,425,250,250,authority_sent,-0.3923,0.3923
2095,425,275,25,authority_sent,-0.3408,0.3408
2096,425,275,50,authority_sent,0.3985,0.3985
2097,425,275,75,authority_sent,-0.4552,0.4552
2098,425,275,100,authority_sent,-0.4667,0.4667
2099,425,275,125,authority_sent,0.4781,0.4781
2100,425,275,150,authority_sent,-0.4929,0.4929
2101,425,275,175,authority_sent,-0.4884,0.4884
2102,425,275,200,authority_sent,-0.4752,0.4752
2103,425,275,225,authority_sent,-0.4733,0.4733
2104,425,275,250,authority_sent,-0.4698,0.4698
2105,425,275,275,authority_sent,-0.4378,0.4378
2106,425,300,25,authority_sent,-0.3048,0.3048
2107,425,300,50,authority_sent,-0.3585,0.3585
2108,425,300,75,authority_sent,-0.3905,0.3905
2109,425,300,100,authority_sent,-0.432,0.432
2110,425,300,125,authority_sent,-0.4543,0.4543
2111,425,300,150,authority_sent,-0.4792,0.4792
2112,425,300,175,authority_sent,-0.478,0.478
2113,425,300,200,authority_sent,-0.4762,0.4762
2114,425,300,225,authority_sent,-0.4717,0.4717
2115,425,300,250,authority_sent,-0.4681,0.4681
2116,425,300,275,authority_sent,-0.4653,0.4653
2117,425,300,300,authority_sent,-0.4351,0.4351
2118,425,325,25,authority_sent,0.3008,0.3008
2119,425,325,50,authority_sent,0.0344,0.0344
2120,425,325,75,authority_sent,-0.3267,0.3267
2121,425,325,100,authority_sent,-0.4179,0.4179
2122,425,325,125,authority_sent,-0.4607,0.4607
2123,425,325,150,authority_sent,-0.4701,0.4701
2124,425,325,175,authority_sent,-0.4828,0.4828
2125,425,325,200,authority_sent,-0.4816,0.4816
2126,425,325,225,authority_sent,-0.4841,0.4841
2127,425,325,250,authority_sent,-0.4782,0.4782
2128,425,325,275,authority_sent,-0.475,0.475
2129,425,325,300,authority_sent,-0.4727,0.4727
2130,425,325,325,authority_sent,-0.4386,0.4386
2131,425,350,25,authority_sent,0.3252,0.3252
2132,425,350,50,authority_sent,-0.309,0.309
2133,425,350,75,authority_sent,-0.3849,0.3849
2134,425,350,100,authority_sent,-0.4532,0.4532
2135,425,350,125,authority_sent,0.4544,0.4544
2136,425,350,150,authority_sent,0.4735,0.4735
2137,425,350,175,authority_sent,-0.4864,0.4864
2138,425,350,200,authority_sent,-0.4889,0.4889
2139,425,350,225,authority_sent,-0.4866,0.4866
2140,425,350,250,authority_sent,-0.4822,0.4822
2141,425,350,275,authority_sent,-0.4788,0.4788
2142,425,350,300,authority_sent,-0.4782,0.4782
2143,425,350,325,authority_sent,-0.4727,0.4727
2144,425,350,350,authority_sent,-0.4402,0.4402
2145,425,375,25,authority_sent,0.3252,0.3252
2146,425,375,50,authority_sent,-0.3597,0.3597
2147,425,375,75,authority_sent,0.3636,0.3636
2148,425,375,100,authority_sent,-0.4442,0.4442
2149,425,375,125,authority_sent,-0.4405,0.4405
2150,425,375,150,authority_sent,-0.4687,0.4687
2151,425,375,175,authority_sent,-0.4707,0.4707
2152,425,375,200,authority_sent,-0.4775,0.4775
2153,425,375,225,authority_sent,-0.4841,0.4841
2154,425,375,250,authority_sent,-0.4803,0.4803
2155,425,375,275,authority_sent,-0.468,0.468
2156,425,375,300,authority_sent,-0.4788,0.4788
2157,425,375,325,authority_sent,-0.4722,0.4722
2158,425,375,350,authority_sent,-0.4733,0.4733
2159,425,375,375,authority_sent,-0.4568,0.4568
2160,425,400,25,authority_sent,0.2901,0.2901
2161,425,400,50,authority_sent,-0.298,0.298
2162,425,400,75,authority_sent,-0.3808,0.3808
2163,425,400,100,authority_sent,-0.4487,0.4487
2164,425,400,125,authority_sent,0.4522,0.4522
2165,425,400,150,authority_sent,-0.4728,0.4728
2166,425,400,175,authority_sent,-0.4802,0.4802
2167,425,400,200,authority_sent,-0.4751,0.4751
2168,425,400,225,authority_sent,-0.4811,0.4811
2169,425,400,250,authority_sent,-0.48,0.48
2170,425,400,275,authority_sent,-0.4695,0.4695
2171,425,400,300,authority_sent,-0.474,0.474
2172,425,400,325,authority_sent,-0.4691,0.4691
2173,425,400,350,authority_sent,-0.4679,0.4679
2174,425,400,375,authority_sent,-0.4758,0.4758
2175,425,400,400,authority_sent,-0.4654,0.4654
2176,425,425,25,authority_sent,0.292,0.292
2177,425,425,50,authority_sent,0.0826,0.0826
2178,425,425,75,authority_sent,0.3316,0.3316
2179,425,425,100,authority_sent,-0.4234,0.4234
2180,425,425,125,authority_sent,-0.4213,0.4213
2181,425,425,150,authority_sent,-0.4471,0.4471
2182,425,425,175,authority_sent,-0.4674,0.4674
2183,425,425,200,authority_sent,-0.46,0.46
2184,425,425,225,authority_sent,-0.467,0.467
2185,425,425,250,authority_sent,-0.4737,0.4737
2186,425,425,275,authority_sent,-0.463,0.463
2187,425,425,300,authority_sent,-0.4545,0.4545
2188,425,425,325,authority_sent,-0.4694,0.4694
2189,425,425,350,authority_sent,-0.4654,0.4654
2190,425,425,375,authority_sent,-0.4713,0.4713
2191,425,425,400,authority_sent,-0.4822,0.4822
2192,425,425,425,authority_sent,-0.4767,0.4767
2193,425,450,25,authority_sent,0.268,0.268
2194,425,450,50,authority_sent,-0.2983,0.2983
2195,425,450,75,authority_sent,-0.4019,0.4019
2196,425,450,100,authority_sent,-0.4036,0.4036
2197,425,450,125,authority_sent,0.4137,0.4137
2198,425,450,150,authority_sent,-0.44,0.44
2199,425,450,175,authority_sent,-0.4601,0.4601
2200,425,450,200,authority_sent,-0.4549,0.4549
2201,425,450,225,authority_sent,-0.4481,0.4481
2202,425,450,250,authority_sent,-0.4576,0.4576
2203,425,450,275,authority_sent,-0.4563,0.4563
2204,425,450,300,authority_sent,-0.4549,0.4549
2205,425,450,325,authority_sent,-0.4669,0.4669
2206,425,450,350,authority_sent,-0.4691,0.4691
2207,425,450,375,authority_sent,-0.4619,0.4619
2208,425,450,400,authority_sent,-0.4667,0.4667
2209,425,450,425,authority_sent,-0.4634,0.4634
2210,425,475,25,authority_sent,-0.2558,0.2558
2211,425,475,50,authority_sent,-0.2817,0.2817
2212,425,475,75,authority_sent,-0.4016,0.4016
2213,425,475,100,authority_sent,0.4101,0.4101
2214,425,475,125,authority_sent,-0.4276,0.4276
2215,425,475,150,authority_sent,0.4357,0.4357
2216,425,475,175,authority_sent,-0.4505,0.4505
2217,425,475,200,authority_sent,0.4565,0.4565
2218,425,475,225,authority_sent,-0.4462,0.4462
2219,425,475,250,authority_sent,-0.4601,0.4601
2220,425,475,275,authority_sent,-0.4632,0.4632
2221,425,475,300,authority_sent,-0.4574,0.4574
2222,425,475,325,authority_sent,-0.4514,0.4514
2223,425,475,350,authority_sent,-0.4596,0.4596
2224,425,475,375,authority_sent,-0.4482,0.4482
2225,425,475,400,authority_sent,-0.4393,0.4393
2226,425,475,425,authority_sent,0.4393,0.4393
2227,425,500,25,authority_sent,-0.2558,0.2558
2228,425,500,50,authority_sent,-0.2817,0.2817
2229,425,500,75,authority_sent,-0.4016,0.4016
2230,425,500,100,authority_sent,0.4124,0.4124
2231,425,500,125,authority_sent,0.4286,0.4286
2232,425,500,150,authority_sent,0.4211,0.4211
2233,425,500,175,authority_sent,0.4503,0.4503
