,h,l,n,loyalty_sent,cor,cor_abs
1055,275,400,275,loyalty_sent,0.4579,0.4579
1056,275,425,25,loyalty_sent,0.0898,0.0898
1057,275,425,50,loyalty_sent,-0.4154,0.4154
1058,275,425,75,loyalty_sent,0.4576,0.4576
1059,275,425,100,loyalty_sent,0.5012,0.5012
1060,275,425,125,loyalty_sent,0.5077,0.5077
1061,275,425,150,loyalty_sent,0.5039,0.5039
1062,275,425,175,loyalty_sent,0.4842,0.4842
1063,275,425,200,loyalty_sent,0.4797,0.4797
1064,275,425,225,loyalty_sent,0.4638,0.4638
1065,275,425,250,loyalty_sent,0.4588,0.4588
1066,275,425,275,loyalty_sent,0.4462,0.4462
1067,275,450,25,loyalty_sent,0.0456,0.0456
1068,275,450,50,loyalty_sent,-0.3455,0.3455
1069,275,450,75,loyalty_sent,0.4483,0.4483
1070,275,450,100,loyalty_sent,0.4774,0.4774
1071,275,450,125,loyalty_sent,0.501,0.501
1072,275,450,150,loyalty_sent,0.5004,0.5004
1073,275,450,175,loyalty_sent,0.4788,0.4788
1074,275,450,200,loyalty_sent,0.4707,0.4707
1075,275,450,225,loyalty_sent,0.4513,0.4513
1076,275,450,250,loyalty_sent,0.4446,0.4446
1077,275,450,275,loyalty_sent,0.4324,0.4324
1078,275,475,25,loyalty_sent,0.0456,0.0456
1079,275,475,50,loyalty_sent,0.3257,0.3257
1080,275,475,75,loyalty_sent,-0.444,0.444
1081,275,475,100,loyalty_sent,0.494,0.494
1082,275,475,125,loyalty_sent,-0.5017,0.5017
1083,275,475,150,loyalty_sent,0.5022,0.5022
1084,275,475,175,loyalty_sent,0.4802,0.4802
1085,275,475,200,loyalty_sent,0.4614,0.4614
1086,275,475,225,loyalty_sent,0.4374,0.4374
1087,275,475,250,loyalty_sent,0.4276,0.4276
1088,275,475,275,loyalty_sent,0.4194,0.4194
1089,275,500,25,loyalty_sent,-0.042,0.042
1090,275,500,50,loyalty_sent,-0.295,0.295
1091,275,500,75,loyalty_sent,-0.4408,0.4408
1092,275,500,100,loyalty_sent,0.4544,0.4544
1093,275,500,125,loyalty_sent,0.4902,0.4902
1094,275,500,150,loyalty_sent,0.4904,0.4904
1095,275,500,175,loyalty_sent,0.4639,0.4639
1096,275,500,200,loyalty_sent,0.4347,0.4347
1097,275,500,225,loyalty_sent,0.4087,0.4087
1098,275,500,250,loyalty_sent,0.4047,0.4047
1099,275,500,275,loyalty_sent,0.3958,0.3958
1100,300,25,25,loyalty_sent,-0.1838,0.1838
1101,300,50,25,loyalty_sent,-0.3628,0.3628
1102,300,50,50,loyalty_sent,-0.2843,0.2843
1103,300,75,25,loyalty_sent,0.4166,0.4166
1104,300,75,50,loyalty_sent,0.3456,0.3456
1105,300,75,75,loyalty_sent,-0.2945,0.2945
1106,300,100,25,loyalty_sent,0.3539,0.3539
1107,300,100,50,loyalty_sent,0.3692,0.3692
1108,300,100,75,loyalty_sent,0.3388,0.3388
1109,300,100,100,loyalty_sent,-0.3086,0.3086
1110,300,125,25,loyalty_sent,-0.3866,0.3866
1111,300,125,50,loyalty_sent,-0.4754,0.4754
1112,300,125,75,loyalty_sent,-0.3989,0.3989
1113,300,125,100,loyalty_sent,-0.3915,0.3915
1114,300,125,125,loyalty_sent,-0.3428,0.3428
1115,300,150,25,loyalty_sent,-0.3842,0.3842
1116,300,150,50,loyalty_sent,-0.4607,0.4607
1117,300,150,75,loyalty_sent,-0.4479,0.4479
1118,300,150,100,loyalty_sent,-0.4201,0.4201
1119,300,150,125,loyalty_sent,0.4121,0.4121
1120,300,150,150,loyalty_sent,-0.3716,0.3716
1121,300,175,25,loyalty_sent,-0.3742,0.3742
1122,300,175,50,loyalty_sent,-0.4819,0.4819
1123,300,175,75,loyalty_sent,-0.4861,0.4861
1124,300,175,100,loyalty_sent,-0.4804,0.4804
1125,300,175,125,loyalty_sent,-0.4558,0.4558
1126,300,175,150,loyalty_sent,-0.4631,0.4631
1127,300,175,175,loyalty_sent,-0.4238,0.4238
1128,300,200,25,loyalty_sent,0.3501,0.3501
1129,300,200,50,loyalty_sent,-0.4692,0.4692
1130,300,200,75,loyalty_sent,-0.4911,0.4911
1131,300,200,100,loyalty_sent,-0.4981,0.4981
1132,300,200,125,loyalty_sent,0.4958,0.4958
1133,300,200,150,loyalty_sent,-0.481,0.481
1134,300,200,175,loyalty_sent,-0.4809,0.4809
1135,300,200,200,loyalty_sent,-0.4546,0.4546
1136,300,225,25,loyalty_sent,0.3402,0.3402
1137,300,225,50,loyalty_sent,-0.4477,0.4477
1138,300,225,75,loyalty_sent,-0.4901,0.4901
1139,300,225,100,loyalty_sent,-0.497,0.497
1140,300,225,125,loyalty_sent,-0.508,0.508
1141,300,225,150,loyalty_sent,-0.4927,0.4927
1142,300,225,175,loyalty_sent,-0.4955,0.4955
1143,300,225,200,loyalty_sent,-0.4837,0.4837
1144,300,225,225,loyalty_sent,-0.448,0.448
1145,300,250,25,loyalty_sent,0.3603,0.3603
1146,300,250,50,loyalty_sent,-0.451,0.451
1147,300,250,75,loyalty_sent,-0.4907,0.4907
1148,300,250,100,loyalty_sent,-0.4971,0.4971
1149,300,250,125,loyalty_sent,0.5207,0.5207
1150,300,250,150,loyalty_sent,0.5121,0.5121
1151,300,250,175,loyalty_sent,-0.4951,0.4951
1152,300,250,200,loyalty_sent,-0.4904,0.4904
1153,300,250,225,loyalty_sent,-0.4821,0.4821
1154,300,250,250,loyalty_sent,-0.4573,0.4573
1155,300,275,25,loyalty_sent,0.3131,0.3131
1156,300,275,50,loyalty_sent,-0.4085,0.4085
1157,300,275,75,loyalty_sent,-0.4734,0.4734
1158,300,275,100,loyalty_sent,-0.4992,0.4992
1159,300,275,125,loyalty_sent,0.5096,0.5096
1160,300,275,150,loyalty_sent,0.5099,0.5099
1161,300,275,175,loyalty_sent,-0.5055,0.5055
1162,300,275,200,loyalty_sent,-0.4961,0.4961
1163,300,275,225,loyalty_sent,-0.4943,0.4943
1164,300,275,250,loyalty_sent,-0.4978,0.4978
1165,300,275,275,loyalty_sent,-0.4866,0.4866
1166,300,300,25,loyalty_sent,0.3131,0.3131
1167,300,300,50,loyalty_sent,-0.4452,0.4452
1168,300,300,75,loyalty_sent,-0.4956,0.4956
1169,300,300,100,loyalty_sent,-0.5049,0.5049
1170,300,300,125,loyalty_sent,-0.5107,0.5107
1171,300,300,150,loyalty_sent,-0.5174,0.5174
1172,300,300,175,loyalty_sent,-0.5108,0.5108
1173,300,300,200,loyalty_sent,-0.5056,0.5056
1174,300,300,225,loyalty_sent,-0.5037,0.5037
1175,300,300,250,loyalty_sent,-0.5053,0.5053
1176,300,300,275,loyalty_sent,-0.5076,0.5076
1177,300,300,300,loyalty_sent,-0.5074,0.5074
1178,300,325,25,loyalty_sent,0.303,0.303
1179,300,325,50,loyalty_sent,-0.4476,0.4476
1180,300,325,75,loyalty_sent,0.4909,0.4909
1181,300,325,100,loyalty_sent,-0.5052,0.5052
1182,300,325,125,loyalty_sent,0.5096,0.5096
1183,300,325,150,loyalty_sent,0.5144,0.5144
1184,300,325,175,loyalty_sent,-0.507,0.507
1185,300,325,200,loyalty_sent,-0.4997,0.4997
1186,300,325,225,loyalty_sent,-0.4945,0.4945
1187,300,325,250,loyalty_sent,-0.4915,0.4915
1188,300,325,275,loyalty_sent,-0.4956,0.4956
1189,300,325,300,loyalty_sent,-0.4933,0.4933
1190,300,350,25,loyalty_sent,0.2585,0.2585
1191,300,350,50,loyalty_sent,-0.4032,0.4032
1192,300,350,75,loyalty_sent,-0.4824,0.4824
1193,300,350,100,loyalty_sent,0.5059,0.5059
1194,300,350,125,loyalty_sent,0.5113,0.5113
1195,300,350,150,loyalty_sent,0.514,0.514
1196,300,350,175,loyalty_sent,0.5057,0.5057
1197,300,350,200,loyalty_sent,-0.5026,0.5026
1198,300,350,225,loyalty_sent,0.4958,0.4958
1199,300,350,250,loyalty_sent,-0.4919,0.4919
1200,300,350,275,loyalty_sent,-0.4967,0.4967
1201,300,350,300,loyalty_sent,0.4914,0.4914
1202,300,375,25,loyalty_sent,0.2188,0.2188
1203,300,375,50,loyalty_sent,0.4099,0.4099
1204,300,375,75,loyalty_sent,-0.4605,0.4605
1205,300,375,100,loyalty_sent,0.5109,0.5109
1206,300,375,125,loyalty_sent,0.5111,0.5111
1207,300,375,150,loyalty_sent,0.5195,0.5195
1208,300,375,175,loyalty_sent,0.5059,0.5059
1209,300,375,200,loyalty_sent,-0.5022,0.5022
1210,300,375,225,loyalty_sent,-0.4982,0.4982
1211,300,375,250,loyalty_sent,0.4939,0.4939
1212,300,375,275,loyalty_sent,-0.4935,0.4935
1213,300,375,300,loyalty_sent,0.4826,0.4826
1214,300,400,25,loyalty_sent,-0.2763,0.2763
1215,300,400,50,loyalty_sent,0.4009,0.4009
1216,300,400,75,loyalty_sent,-0.4574,0.4574
1217,300,400,100,loyalty_sent,0.5073,0.5073
1218,300,400,125,loyalty_sent,-0.5109,0.5109
1219,300,400,150,loyalty_sent,0.5096,0.5096
1220,300,400,175,loyalty_sent,0.5028,0.5028
1221,300,400,200,loyalty_sent,0.4942,0.4942
1222,300,400,225,loyalty_sent,0.49,0.49
1223,300,400,250,loyalty_sent,0.4895,0.4895
1224,300,400,275,loyalty_sent,0.487,0.487
1225,300,400,300,loyalty_sent,0.4623,0.4623
1226,300,425,25,loyalty_sent,-0.0808,0.0808
1227,300,425,50,loyalty_sent,0.3772,0.3772
1228,300,425,75,loyalty_sent,0.4567,0.4567
1229,300,425,100,loyalty_sent,0.5024,0.5024
1230,300,425,125,loyalty_sent,0.5061,0.5061
1231,300,425,150,loyalty_sent,0.5059,0.5059
1232,300,425,175,loyalty_sent,0.5062,0.5062
1233,300,425,200,loyalty_sent,0.4867,0.4867
1234,300,425,225,loyalty_sent,0.4816,0.4816
1235,300,425,250,loyalty_sent,0.476,0.476
1236,300,425,275,loyalty_sent,0.4755,0.4755
1237,300,425,300,loyalty_sent,0.4539,0.4539
1238,300,450,25,loyalty_sent,0.0342,0.0342
1239,300,450,50,loyalty_sent,-0.2991,0.2991
1240,300,450,75,loyalty_sent,-0.4606,0.4606
1241,300,450,100,loyalty_sent,0.4779,0.4779
1242,300,450,125,loyalty_sent,0.5008,0.5008
1243,300,450,150,loyalty_sent,0.5002,0.5002
1244,300,450,175,loyalty_sent,0.5005,0.5005
1245,300,450,200,loyalty_sent,0.478,0.478
1246,300,450,225,loyalty_sent,0.4714,0.4714
1247,300,450,250,loyalty_sent,0.4555,0.4555
1248,300,450,275,loyalty_sent,0.4598,0.4598
1249,300,450,300,loyalty_sent,0.4486,0.4486
1250,300,475,25,loyalty_sent,0.0342,0.0342
1251,300,475,50,loyalty_sent,-0.2509,0.2509
1252,300,475,75,loyalty_sent,0.4472,0.4472
1253,300,475,100,loyalty_sent,0.4811,0.4811
1254,300,475,125,loyalty_sent,0.5021,0.5021
1255,300,475,150,loyalty_sent,0.5044,0.5044
1256,300,475,175,loyalty_sent,0.5062,0.5062
1257,300,475,200,loyalty_sent,0.4799,0.4799
1258,300,475,225,loyalty_sent,0.4663,0.4663
1259,300,475,250,loyalty_sent,0.4456,0.4456
1260,300,475,275,loyalty_sent,0.4543,0.4543
1261,300,475,300,loyalty_sent,0.4425,0.4425
1262,300,500,25,loyalty_sent,-0.0081,0.0081
1263,300,500,50,loyalty_sent,0.2636,0.2636
1264,300,500,75,loyalty_sent,-0.4543,0.4543
1265,300,500,100,loyalty_sent,0.4767,0.4767
1266,300,500,125,loyalty_sent,0.5041,0.5041
1267,300,500,150,loyalty_sent,0.4925,0.4925
1268,300,500,175,loyalty_sent,0.4959,0.4959
1269,300,500,200,loyalty_sent,0.4694,0.4694
1270,300,500,225,loyalty_sent,0.4372,0.4372
1271,300,500,250,loyalty_sent,0.4106,0.4106
1272,300,500,275,loyalty_sent,0.4247,0.4247
1273,300,500,300,loyalty_sent,0.4134,0.4134
1274,325,25,25,loyalty_sent,-0.2114,0.2114
1275,325,50,25,loyalty_sent,-0.3524,0.3524
1276,325,50,50,loyalty_sent,-0.2802,0.2802
1277,325,75,25,loyalty_sent,0.3839,0.3839
1278,325,75,50,loyalty_sent,-0.3293,0.3293
1279,325,75,75,loyalty_sent,-0.2867,0.2867
1280,325,100,25,loyalty_sent,0.3316,0.3316
1281,325,100,50,loyalty_sent,-0.3551,0.3551
1282,325,100,75,loyalty_sent,-0.3277,0.3277
1283,325,100,100,loyalty_sent,-0.2997,0.2997
1284,325,125,25,loyalty_sent,0.3671,0.3671
1285,325,125,50,loyalty_sent,-0.4503,0.4503
1286,325,125,75,loyalty_sent,-0.3773,0.3773
1287,325,125,100,loyalty_sent,-0.3752,0.3752
1288,325,125,125,loyalty_sent,-0.3396,0.3396
1289,325,150,25,loyalty_sent,0.3718,0.3718
1290,325,150,50,loyalty_sent,-0.4576,0.4576
1291,325,150,75,loyalty_sent,-0.4334,0.4334
1292,325,150,100,loyalty_sent,0.4098,0.4098
1293,325,150,125,loyalty_sent,-0.3961,0.3961
1294,325,150,150,loyalty_sent,-0.3588,0.3588
1295,325,175,25,loyalty_sent,-0.3437,0.3437
1296,325,175,50,loyalty_sent,-0.4699,0.4699
1297,325,175,75,loyalty_sent,-0.487,0.487
1298,325,175,100,loyalty_sent,-0.4792,0.4792
1299,325,175,125,loyalty_sent,-0.4464,0.4464
1300,325,175,150,loyalty_sent,-0.4395,0.4395
1301,325,175,175,loyalty_sent,-0.3995,0.3995
1302,325,200,25,loyalty_sent,0.3825,0.3825
1303,325,200,50,loyalty_sent,-0.4596,0.4596
1304,325,200,75,loyalty_sent,-0.4902,0.4902
1305,325,200,100,loyalty_sent,-0.4754,0.4754
1306,325,200,125,loyalty_sent,-0.4818,0.4818
1307,325,200,150,loyalty_sent,-0.4678,0.4678
1308,325,200,175,loyalty_sent,-0.463,0.463
1309,325,200,200,loyalty_sent,-0.4472,0.4472
1310,325,225,25,loyalty_sent,0.3702,0.3702
1311,325,225,50,loyalty_sent,-0.4441,0.4441
1312,325,225,75,loyalty_sent,-0.4851,0.4851
1313,325,225,100,loyalty_sent,-0.4931,0.4931
1314,325,225,125,loyalty_sent,-0.5067,0.5067
1315,325,225,150,loyalty_sent,-0.4797,0.4797
1316,325,225,175,loyalty_sent,-0.4757,0.4757
1317,325,225,200,loyalty_sent,-0.4657,0.4657
1318,325,225,225,loyalty_sent,-0.4455,0.4455
1319,325,250,25,loyalty_sent,0.383,0.383
1320,325,250,50,loyalty_sent,0.4338,0.4338
1321,325,250,75,loyalty_sent,-0.4875,0.4875
1322,325,250,100,loyalty_sent,-0.4979,0.4979
1323,325,250,125,loyalty_sent,0.5138,0.5138
1324,325,250,150,loyalty_sent,-0.5071,0.5071
1325,325,250,175,loyalty_sent,-0.4906,0.4906
1326,325,250,200,loyalty_sent,-0.4899,0.4899
1327,325,250,225,loyalty_sent,-0.4797,0.4797
1328,325,250,250,loyalty_sent,-0.4515,0.4515
1329,325,275,25,loyalty_sent,0.3628,0.3628
1330,325,275,50,loyalty_sent,0.3984,0.3984
1331,325,275,75,loyalty_sent,-0.478,0.478
1332,325,275,100,loyalty_sent,-0.5024,0.5024
1333,325,275,125,loyalty_sent,0.507,0.507
1334,325,275,150,loyalty_sent,-0.5187,0.5187
1335,325,275,175,loyalty_sent,-0.5075,0.5075
1336,325,275,200,loyalty_sent,-0.4969,0.4969
1337,325,275,225,loyalty_sent,-0.494,0.494
1338,325,275,250,loyalty_sent,-0.4935,0.4935
1339,325,275,275,loyalty_sent,-0.4819,0.4819
1340,325,300,25,loyalty_sent,0.3628,0.3628
1341,325,300,50,loyalty_sent,-0.4375,0.4375
1342,325,300,75,loyalty_sent,-0.4954,0.4954
1343,325,300,100,loyalty_sent,-0.5092,0.5092
1344,325,300,125,loyalty_sent,-0.5087,0.5087
1345,325,300,150,loyalty_sent,-0.5228,0.5228
1346,325,300,175,loyalty_sent,-0.5066,0.5066
1347,325,300,200,loyalty_sent,-0.5009,0.5009
1348,325,300,225,loyalty_sent,-0.4968,0.4968
1349,325,300,250,loyalty_sent,-0.4906,0.4906
1350,325,300,275,loyalty_sent,-0.4947,0.4947
1351,325,300,300,loyalty_sent,-0.4918,0.4918
1352,325,325,25,loyalty_sent,-0.3573,0.3573
1353,325,325,50,loyalty_sent,0.4281,0.4281
1354,325,325,75,loyalty_sent,-0.4946,0.4946
1355,325,325,100,loyalty_sent,0.5043,0.5043
1356,325,325,125,loyalty_sent,-0.5056,0.5056
1357,325,325,150,loyalty_sent,0.5124,0.5124
1358,325,325,175,loyalty_sent,0.5123,0.5123
1359,325,325,200,loyalty_sent,-0.506,0.506
1360,325,325,225,loyalty_sent,-0.4973,0.4973
1361,325,325,250,loyalty_sent,-0.4978,0.4978
1362,325,325,275,loyalty_sent,-0.4972,0.4972
1363,325,325,300,loyalty_sent,-0.5009,0.5009
1364,325,325,325,loyalty_sent,-0.4989,0.4989
1365,325,350,25,loyalty_sent,-0.2714,0.2714
1366,325,350,50,loyalty_sent,-0.3629,0.3629
1367,325,350,75,loyalty_sent,0.4714,0.4714
1368,325,350,100,loyalty_sent,0.5017,0.5017
1369,325,350,125,loyalty_sent,-0.5078,0.5078
1370,325,350,150,loyalty_sent,0.5137,0.5137
1371,325,350,175,loyalty_sent,0.5138,0.5138
1372,325,350,200,loyalty_sent,-0.5067,0.5067
1373,325,350,225,loyalty_sent,-0.504,0.504
1374,325,350,250,loyalty_sent,-0.5029,0.5029
1375,325,350,275,loyalty_sent,-0.5002,0.5002
1376,325,350,300,loyalty_sent,-0.4975,0.4975
1377,325,350,325,loyalty_sent,-0.4981,0.4981
1378,325,375,25,loyalty_sent,-0.3199,0.3199
1379,325,375,50,loyalty_sent,-0.3814,0.3814
1380,325,375,75,loyalty_sent,-0.4695,0.4695
1381,325,375,100,loyalty_sent,0.5053,0.5053
1382,325,375,125,loyalty_sent,-0.5094,0.5094
1383,325,375,150,loyalty_sent,0.5145,0.5145
1384,325,375,175,loyalty_sent,0.5108,0.5108
1385,325,375,200,loyalty_sent,0.5061,0.5061
1386,325,375,225,loyalty_sent,-0.5035,0.5035
1387,325,375,250,loyalty_sent,-0.4981,0.4981
1388,325,375,275,loyalty_sent,-0.4994,0.4994
1389,325,375,300,loyalty_sent,-0.498,0.498
1390,325,375,325,loyalty_sent,0.4935,0.4935
1391,325,400,25,loyalty_sent,0.1969,0.1969
1392,325,400,50,loyalty_sent,-0.3855,0.3855
1393,325,400,75,loyalty_sent,0.4649,0.4649
1394,325,400,100,loyalty_sent,0.5097,0.5097
1395,325,400,125,loyalty_sent,-0.5128,0.5128
1396,325,400,150,loyalty_sent,0.5149,0.5149
1397,325,400,175,loyalty_sent,0.5114,0.5114
1398,325,400,200,loyalty_sent,0.4947,0.4947
1399,325,400,225,loyalty_sent,0.5026,0.5026
1400,325,400,250,loyalty_sent,-0.4977,0.4977
1401,325,400,275,loyalty_sent,0.4937,0.4937
1402,325,400,300,loyalty_sent,0.4924,0.4924
1403,325,400,325,loyalty_sent,0.4796,0.4796
1404,325,425,25,loyalty_sent,0.0799,0.0799
1405,325,425,50,loyalty_sent,0.3376,0.3376
1406,325,425,75,loyalty_sent,0.4679,0.4679
1407,325,425,100,loyalty_sent,0.494,0.494
1408,325,425,125,loyalty_sent,0.5103,0.5103
1409,325,425,150,loyalty_sent,0.511,0.511
1410,325,425,175,loyalty_sent,0.5106,0.5106
1411,325,425,200,loyalty_sent,0.4951,0.4951
1412,325,425,225,loyalty_sent,0.4981,0.4981
1413,325,425,250,loyalty_sent,0.4932,0.4932
1414,325,425,275,loyalty_sent,0.4881,0.4881
1415,325,425,300,loyalty_sent,0.4858,0.4858
1416,325,425,325,loyalty_sent,0.4685,0.4685
1417,325,450,25,loyalty_sent,0.035,0.035
1418,325,450,50,loyalty_sent,0.2801,0.2801
1419,325,450,75,loyalty_sent,-0.4432,0.4432
1420,325,450,100,loyalty_sent,0.4913,0.4913
1421,325,450,125,loyalty_sent,0.4901,0.4901
1422,325,450,150,loyalty_sent,0.5012,0.5012
1423,325,450,175,loyalty_sent,0.5076,0.5076
1424,325,450,200,loyalty_sent,0.4944,0.4944
1425,325,450,225,loyalty_sent,0.4861,0.4861
1426,325,450,250,loyalty_sent,0.4853,0.4853
1427,325,450,275,loyalty_sent,0.485,0.485
1428,325,450,300,loyalty_sent,0.4802,0.4802
1429,325,450,325,loyalty_sent,0.4626,0.4626
1430,325,475,25,loyalty_sent,0.035,0.035
1431,325,475,50,loyalty_sent,-0.2811,0.2811
1432,325,475,75,loyalty_sent,-0.447,0.447
1433,325,475,100,loyalty_sent,0.4857,0.4857
1434,325,475,125,loyalty_sent,0.5041,0.5041
1435,325,475,150,loyalty_sent,0.5024,0.5024
1436,325,475,175,loyalty_sent,0.5006,0.5006
1437,325,475,200,loyalty_sent,0.4942,0.4942
1438,325,475,225,loyalty_sent,0.483,0.483
1439,325,475,250,loyalty_sent,0.4769,0.4769
1440,325,475,275,loyalty_sent,0.4735,0.4735
1441,325,475,300,loyalty_sent,0.473,0.473
1442,325,475,325,loyalty_sent,0.456,0.456
1443,325,500,25,loyalty_sent,0.027,0.027
1444,325,500,50,loyalty_sent,-0.2773,0.2773
1445,325,500,75,loyalty_sent,-0.4348,0.4348
1446,325,500,100,loyalty_sent,-0.4857,0.4857
1447,325,500,125,loyalty_sent,0.5004,0.5004
1448,325,500,150,loyalty_sent,0.5007,0.5007
1449,325,500,175,loyalty_sent,0.5021,0.5021
1450,325,500,200,loyalty_sent,0.4943,0.4943
1451,325,500,225,loyalty_sent,0.4715,0.4715
1452,325,500,250,loyalty_sent,0.4513,0.4513
1453,325,500,275,loyalty_sent,0.4481,0.4481
1454,325,500,300,loyalty_sent,0.4447,0.4447
1455,325,500,325,loyalty_sent,0.43,0.43
1456,350,25,25,loyalty_sent,-0.2113,0.2113
1457,350,50,25,loyalty_sent,-0.3612,0.3612
1458,350,50,50,loyalty_sent,-0.2825,0.2825
1459,350,75,25,loyalty_sent,0.3922,0.3922
1460,350,75,50,loyalty_sent,-0.3378,0.3378
1461,350,75,75,loyalty_sent,-0.3007,0.3007
1462,350,100,25,loyalty_sent,0.358,0.358
1463,350,100,50,loyalty_sent,-0.3718,0.3718
1464,350,100,75,loyalty_sent,-0.333,0.333
1465,350,100,100,loyalty_sent,-0.3119,0.3119
1466,350,125,25,loyalty_sent,-0.3758,0.3758
1467,350,125,50,loyalty_sent,-0.4569,0.4569
1468,350,125,75,loyalty_sent,-0.3862,0.3862
1469,350,125,100,loyalty_sent,-0.3794,0.3794
1470,350,125,125,loyalty_sent,-0.3521,0.3521
1471,350,150,25,loyalty_sent,0.356,0.356
1472,350,150,50,loyalty_sent,-0.451,0.451
1473,350,150,75,loyalty_sent,-0.4345,0.4345
1474,350,150,100,loyalty_sent,-0.4116,0.4116
1475,350,150,125,loyalty_sent,-0.4062,0.4062
1476,350,150,150,loyalty_sent,-0.3682,0.3682
1477,350,175,25,loyalty_sent,-0.3605,0.3605
1478,350,175,50,loyalty_sent,-0.4578,0.4578
1479,350,175,75,loyalty_sent,-0.4924,0.4924
1480,350,175,100,loyalty_sent,-0.4811,0.4811
1481,350,175,125,loyalty_sent,-0.4562,0.4562
1482,350,175,150,loyalty_sent,-0.4399,0.4399
1483,350,175,175,loyalty_sent,-0.406,0.406
1484,350,200,25,loyalty_sent,0.3709,0.3709
1485,350,200,50,loyalty_sent,-0.4559,0.4559
1486,350,200,75,loyalty_sent,-0.4902,0.4902
1487,350,200,100,loyalty_sent,-0.4774,0.4774
1488,350,200,125,loyalty_sent,-0.4851,0.4851
1489,350,200,150,loyalty_sent,-0.4681,0.4681
1490,350,200,175,loyalty_sent,-0.4654,0.4654
1491,350,200,200,loyalty_sent,-0.4474,0.4474
1492,350,225,25,loyalty_sent,0.3451,0.3451
1493,350,225,50,loyalty_sent,-0.4261,0.4261
1494,350,225,75,loyalty_sent,-0.4931,0.4931
1495,350,225,100,loyalty_sent,-0.4914,0.4914
1496,350,225,125,loyalty_sent,-0.5046,0.5046
1497,350,225,150,loyalty_sent,-0.4865,0.4865
1498,350,225,175,loyalty_sent,-0.4728,0.4728
1499,350,225,200,loyalty_sent,-0.4675,0.4675
1500,350,225,225,loyalty_sent,-0.4441,0.4441
1501,350,250,25,loyalty_sent,0.366,0.366
1502,350,250,50,loyalty_sent,0.43,0.43
1503,350,250,75,loyalty_sent,0.5005,0.5005
1504,350,250,100,loyalty_sent,-0.4977,0.4977
1505,350,250,125,loyalty_sent,0.5096,0.5096
1506,350,250,150,loyalty_sent,0.507,0.507
1507,350,250,175,loyalty_sent,-0.4931,0.4931
1508,350,250,200,loyalty_sent,-0.4857,0.4857
1509,350,250,225,loyalty_sent,-0.4772,0.4772
1510,350,250,250,loyalty_sent,-0.4454,0.4454
1511,350,275,25,loyalty_sent,0.3685,0.3685
1512,350,275,50,loyalty_sent,-0.3991,0.3991
1513,350,275,75,loyalty_sent,-0.4767,0.4767
1514,350,275,100,loyalty_sent,-0.4968,0.4968
1515,350,275,125,loyalty_sent,0.5026,0.5026
1516,350,275,150,loyalty_sent,-0.5195,0.5195
1517,350,275,175,loyalty_sent,-0.5108,0.5108
1518,350,275,200,loyalty_sent,-0.4985,0.4985
1519,350,275,225,loyalty_sent,-0.4938,0.4938
1520,350,275,250,loyalty_sent,-0.4862,0.4862
1521,350,275,275,loyalty_sent,-0.4641,0.4641
1522,350,300,25,loyalty_sent,0.3685,0.3685
1523,350,300,50,loyalty_sent,-0.4186,0.4186
1524,350,300,75,loyalty_sent,-0.4894,0.4894
1525,350,300,100,loyalty_sent,-0.5075,0.5075
1526,350,300,125,loyalty_sent,-0.5082,0.5082
1527,350,300,150,loyalty_sent,0.5159,0.5159
1528,350,300,175,loyalty_sent,-0.5151,0.5151
1529,350,300,200,loyalty_sent,-0.5078,0.5078
1530,350,300,225,loyalty_sent,-0.4985,0.4985
1531,350,300,250,loyalty_sent,-0.4919,0.4919
1532,350,300,275,loyalty_sent,-0.494,0.494
1533,350,300,300,loyalty_sent,-0.4781,0.4781
1534,350,325,25,loyalty_sent,-0.3604,0.3604
1535,350,325,50,loyalty_sent,0.4022,0.4022
1536,350,325,75,loyalty_sent,0.4811,0.4811
1537,350,325,100,loyalty_sent,0.506,0.506
1538,350,325,125,loyalty_sent,-0.5039,0.5039
1539,350,325,150,loyalty_sent,0.5103,0.5103
1540,350,325,175,loyalty_sent,0.5114,0.5114
1541,350,325,200,loyalty_sent,-0.503,0.503
1542,350,325,225,loyalty_sent,-0.4962,0.4962
1543,350,325,250,loyalty_sent,-0.4924,0.4924
1544,350,325,275,loyalty_sent,-0.493,0.493
1545,350,325,300,loyalty_sent,-0.4968,0.4968
1546,350,325,325,loyalty_sent,-0.4936,0.4936
1547,350,350,25,loyalty_sent,-0.2808,0.2808
1548,350,350,50,loyalty_sent,-0.3431,0.3431
1549,350,350,75,loyalty_sent,0.4679,0.4679
1550,350,350,100,loyalty_sent,0.5032,0.5032
1551,350,350,125,loyalty_sent,-0.4979,0.4979
1552,350,350,150,loyalty_sent,0.5062,0.5062
1553,350,350,175,loyalty_sent,0.5092,0.5092
1554,350,350,200,loyalty_sent,0.5076,0.5076
1555,350,350,225,loyalty_sent,-0.5024,0.5024
1556,350,350,250,loyalty_sent,-0.494,0.494
1557,350,350,275,loyalty_sent,-0.4983,0.4983
1558,350,350,300,loyalty_sent,-0.499,0.499
1559,350,350,325,loyalty_sent,-0.5002,0.5002
1560,350,350,350,loyalty_sent,-0.4957,0.4957
1561,350,375,25,loyalty_sent,-0.2628,0.2628
1562,350,375,50,loyalty_sent,0.3516,0.3516
1563,350,375,75,loyalty_sent,-0.467,0.467
1564,350,375,100,loyalty_sent,-0.4982,0.4982
1565,350,375,125,loyalty_sent,-0.5011,0.5011
